Anio,Mes,Pais,Medio_Acceso_Predicho,Destino_Principal,Num_Turistas
2020,4,Bélgica,Aeropuerto,Comunidad Valenciana,2988
2020,4,Bélgica,Carretera,Canarias,721
2020,4,Bélgica,Puerto,Canarias,7
2020,4,Bélgica,Tren,Andalucía,4
2020,4,Canadá,Aeropuerto,Andalucía,471
2020,4,Canadá,Carretera,Cataluña,85
2020,4,Canadá,Puerto,Canarias,5
2020,4,Canadá,Tren,Cataluña,15
2020,4,China,Aeropuerto,Cataluña,463
2020,4,China,Carretera,Comunidad de Madrid,186
2020,4,China,Puerto,Cataluña,14
2020,4,China,Tren,Comunidad Valenciana,10
2020,4,Corea del Sur,Aeropuerto,Comunidad de Madrid,561
2020,4,Corea del Sur,Carretera,Cataluña,32
2020,4,Corea del Sur,Puerto,Cataluña,0
2020,4,Corea del Sur,Tren,Cataluña,17
2020,4,Dinamarca,Aeropuerto,Canarias,1347
2020,4,Dinamarca,Carretera,Canarias,28
2020,4,Dinamarca,Puerto,Andalucía,8
2020,4,Dinamarca,Tren,Comunidad Valenciana,0
2020,4,EE.UU.,Aeropuerto,Cataluña,1838
2020,4,EE.UU.,Carretera,Comunidad de Madrid,134
2020,4,EE.UU.,Puerto,Cataluña,22
2020,4,EE.UU.,Tren,Comunidad de Madrid,34
2020,4,Finlandia,Aeropuerto,Comunidad Valenciana,14442
2020,4,Finlandia,Carretera,Canarias,327
2020,4,Finlandia,Puerto,Andalucía,89
2020,4,Finlandia,Tren,Canarias,15
2020,4,Francia,Aeropuerto,Cataluña,82582
2020,4,Francia,Carretera,Cataluña,237382
2020,4,Francia,Puerto,Andalucía,1619
2020,4,Francia,Tren,País Vasco,2267
2020,4,Irlanda,Aeropuerto,Comunidad Valenciana,26970
2020,4,Irlanda,Carretera,Comunidad Valenciana,192
2020,4,Irlanda,Puerto,Andalucía,247
2020,4,Irlanda,Tren,Andalucía,0
2020,4,Italia,Aeropuerto,Cataluña,71027
2020,4,Italia,Carretera,Comunidad de Madrid,5919
2020,4,Italia,Puerto,Canarias,1973
2020,4,Italia,Tren,Comunidad de Madrid,0
2020,4,Japón,Aeropuerto,Andalucía,8371
2020,4,Japón,Carretera,Cataluña,762
2020,4,Japón,Puerto,Cataluña,132
2020,4,Japón,Tren,Cataluña,150
2020,4,Luxemburgo,Aeropuerto,Cataluña,5466
2020,4,Luxemburgo,Carretera,Andalucía,1439
2020,4,Luxemburgo,Puerto,Cataluña,0
2020,4,Luxemburgo,Tren,Cataluña,7
2020,4,México,Aeropuerto,Cataluña,10303
2020,4,México,Carretera,Cataluña,205
2020,4,México,Puerto,Cataluña,86
2020,4,México,Tren,Andalucía,227
2020,4,Noruega,Aeropuerto,Canarias,21552
2020,4,Noruega,Carretera,Andalucía,196
2020,4,Noruega,Puerto,Canarias,0
2020,4,Noruega,Tren,Andalucía,0
2020,4,Países Bajos,Aeropuerto,Cataluña,65713
2020,4,Países Bajos,Carretera,Cataluña,10633
2020,4,Países Bajos,Puerto,Comunidad Valenciana,76
2020,4,Países Bajos,Tren,Cataluña,76
2020,4,Polonia,Aeropuerto,Andalucía,36324
2020,4,Polonia,Carretera,Baleares,2157
2020,4,Polonia,Puerto,Comunidad Valenciana,39
2020,4,Polonia,Tren,Comunidad Valenciana,0
2020,4,Portugal,Aeropuerto,Galicia,8446
2020,4,Portugal,Carretera,Castilla y León,54807
2020,4,Portugal,Puerto,Galicia,127
2020,4,Portugal,Tren,Galicia,127
2020,4,Reino Unido,Aeropuerto,Comunidad Valenciana,246142
2020,4,Reino Unido,Carretera,Canarias,12333
2020,4,Reino Unido,Puerto,Comunidad Valenciana,3674
2020,4,Reino Unido,Tren,Cataluña,262
2020,4,República Checa,Aeropuerto,Cataluña,2639
2020,4,República Checa,Carretera,Andalucía,54
2020,4,República Checa,Puerto,Cataluña,0
2020,4,República Checa,Tren,Comunidad de Madrid,0
2020,4,Rusia,Aeropuerto,Comunidad de Madrid,2932
2020,4,Rusia,Carretera,Andalucía,65
2020,4,Rusia,Puerto,Comunidad de Madrid,81
2020,4,Rusia,Tren,Canarias,41
2020,4,Suecia,Aeropuerto,Canarias,6695
2020,4,Suecia,Carretera,Canarias,186
2020,4,Suecia,Puerto,Canarias,0
2020,4,Suecia,Tren,Comunidad Valenciana,7
2020,4,Suiza,Aeropuerto,Comunidad Valenciana,3121
2020,4,Suiza,Carretera,Canarias,830
2020,4,Suiza,Puerto,Canarias,8
2020,4,Suiza,Tren,Andalucía,12
2020,5,Alemania,Aeropuerto,Baleares,21977
2020,5,Alemania,Carretera,Canarias,1841
2020,5,Alemania,Puerto,Canarias,72
2020,5,Alemania,Tren,Canarias,24
2020,5,Argentina,Aeropuerto,Comunidad de Madrid,1229
2020,5,Argentina,Carretera,Cataluña,329
2020,5,Argentina,Puerto,Cataluña,15
2020,5,Argentina,Tren,Comunidad de Madrid,49
2020,5,Austria,Aeropuerto,Baleares,482
2020,5,Austria,Carretera,Baleares,52
2020,5,Austria,Puerto,Canarias,3
2020,5,Austria,Tren,Cataluña,1
2020,5,Brasil,Aeropuerto,Galicia,296
2020,5,Brasil,Carretera,Galicia,161
2020,5,Brasil,Puerto,Galicia,31
2020,5,Brasil,Tren,Comunidad de Madrid,15
2020,5,Bélgica,Aeropuerto,Andalucía,1793
2020,5,Bélgica,Carretera,Comunidad Valenciana,433
2020,5,Bélgica,Puerto,Canarias,4
2020,5,Bélgica,Tren,Canarias,2
2020,5,Canadá,Aeropuerto,Cataluña,282
2020,5,Canadá,Carretera,Comunidad de Madrid,51
2020,5,Canadá,Puerto,Comunidad Valenciana,3
2020,5,Canadá,Tren,Canarias,9
2020,5,China,Aeropuerto,Andalucía,278
2020,5,China,Carretera,Comunidad de Madrid,112
2020,5,China,Puerto,Andalucía,8
2020,5,China,Tren,Comunidad de Madrid,6
2020,5,Corea del Sur,Aeropuerto,Cataluña,336
2020,5,Corea del Sur,Carretera,Cataluña,19
2020,5,Corea del Sur,Puerto,Cataluña,0
2020,5,Corea del Sur,Tren,Comunidad de Madrid,10
2020,5,Dinamarca,Aeropuerto,Canarias,809
2020,5,Dinamarca,Carretera,Canarias,17
2020,5,Dinamarca,Puerto,Andalucía,5
2020,5,Dinamarca,Tren,Andalucía,0
2020,5,EE.UU.,Aeropuerto,Cataluña,1103
2020,5,EE.UU.,Carretera,Cataluña,80
2020,5,EE.UU.,Puerto,Cataluña,13
2020,5,EE.UU.,Tren,Andalucía,21
2020,5,Finlandia,Aeropuerto,Andalucía,14442
2020,5,Finlandia,Carretera,Comunidad Valenciana,327
2020,5,Finlandia,Puerto,Canarias,89
2020,5,Finlandia,Tren,Andalucía,15
2020,5,Francia,Aeropuerto,Cataluña,82582
2020,5,Francia,Carretera,Cataluña,237382
2020,5,Francia,Puerto,Castilla y León,1619
2020,5,Francia,Tren,Comunidad Valenciana,2267
2020,5,Irlanda,Aeropuerto,Canarias,26970
2020,5,Irlanda,Carretera,Comunidad Valenciana,192
2020,5,Irlanda,Puerto,Canarias,247
2020,5,Irlanda,Tren,Canarias,0
2020,5,Italia,Aeropuerto,Comunidad de Madrid,71027
2020,5,Italia,Carretera,Cataluña,5919
2020,5,Italia,Puerto,Andalucía,1973
2020,5,Italia,Tren,Cataluña,0
2020,5,Japón,Aeropuerto,Andalucía,8371
2020,5,Japón,Carretera,Cataluña,762
2020,5,Japón,Puerto,Cataluña,132
2020,5,Japón,Tren,Cataluña,150
2020,5,Luxemburgo,Aeropuerto,Comunidad de Madrid,5466
2020,5,Luxemburgo,Carretera,Baleares,1439
2020,5,Luxemburgo,Puerto,Baleares,0
2020,5,Luxemburgo,Tren,Andalucía,7
2020,5,México,Aeropuerto,Comunidad de Madrid,10303
2020,5,México,Carretera,Cataluña,205
2020,5,México,Puerto,Comunidad de Madrid,86
2020,5,México,Tren,Comunidad de Madrid,227
2020,5,Noruega,Aeropuerto,Canarias,21552
2020,5,Noruega,Carretera,Comunidad Valenciana,196
2020,5,Noruega,Puerto,Canarias,0
2020,5,Noruega,Tren,Canarias,0
2020,5,Países Bajos,Aeropuerto,Cataluña,65713
2020,5,Países Bajos,Carretera,Canarias,10633
2020,5,Países Bajos,Puerto,Canarias,76
2020,5,Países Bajos,Tren,Comunidad Valenciana,76
2020,5,Polonia,Aeropuerto,Andalucía,36324
2020,5,Polonia,Carretera,Cataluña,2157
2020,5,Polonia,Puerto,Canarias,39
2020,5,Polonia,Tren,Canarias,0
2020,5,Portugal,Aeropuerto,Extremadura,8446
2020,5,Portugal,Carretera,Andalucía,54807
2020,5,Portugal,Puerto,Castilla y León,127
2020,5,Portugal,Tren,Extremadura,127
2020,5,Reino Unido,Aeropuerto,Comunidad Valenciana,246142
2020,5,Reino Unido,Carretera,Baleares,12333
2020,5,Reino Unido,Puerto,Comunidad Valenciana,3674
2020,5,Reino Unido,Tren,Canarias,262
2020,5,República Checa,Aeropuerto,Cataluña,4399
2020,5,República Checa,Carretera,Canarias,90
2020,5,República Checa,Puerto,Comunidad de Madrid,0
2020,5,República Checa,Tren,Baleares,0
2020,5,Rusia,Aeropuerto,Cataluña,1466
2020,5,Rusia,Carretera,Comunidad de Madrid,33
2020,5,Rusia,Puerto,Canarias,41
2020,5,Rusia,Tren,Canarias,20
2020,5,Suecia,Aeropuerto,Canarias,2232
2020,5,Suecia,Carretera,Andalucía,62
2020,5,Suecia,Puerto,Comunidad Valenciana,0
2020,5,Suecia,Tren,Andalucía,2
2020,5,Suiza,Aeropuerto,Comunidad Valenciana,1560
2020,5,Suiza,Carretera,Canarias,415
2020,5,Suiza,Puerto,Baleares,4
2020,5,Suiza,Tren,Cataluña,6
2020,6,Alemania,Aeropuerto,Andalucía,43955
2020,6,Alemania,Carretera,Canarias,3683
2020,6,Alemania,Puerto,Canarias,143
2020,6,Alemania,Tren,Canarias,48
2020,6,Argentina,Aeropuerto,Comunidad de Madrid,1475
2020,6,Argentina,Carretera,Cataluña,395
2020,6,Argentina,Puerto,Comunidad de Madrid,18
2020,6,Argentina,Tren,Andalucía,58
2020,6,Austria,Aeropuerto,Comunidad de Madrid,4020
2020,6,Austria,Carretera,Comunidad de Madrid,430
2020,6,Austria,Puerto,Baleares,22
2020,6,Austria,Tren,Canarias,4
2020,6,Brasil,Aeropuerto,Galicia,2462
2020,6,Brasil,Carretera,Comunidad de Madrid,1338
2020,6,Brasil,Puerto,Galicia,259
2020,6,Brasil,Tren,Galicia,121
2020,6,Bélgica,Aeropuerto,Comunidad de Madrid,12552
2020,6,Bélgica,Carretera,Andalucía,3029
2020,6,Bélgica,Puerto,Comunidad Valenciana,31
2020,6,Bélgica,Tren,Canarias,16
2020,6,Canadá,Aeropuerto,Cataluña,9606
2020,6,Canadá,Carretera,Cataluña,1738
2020,6,Canadá,Puerto,Cataluña,94
2020,6,Canadá,Tren,Andalucía,305
2020,6,China,Aeropuerto,Comunidad de Madrid,2315
2020,6,China,Carretera,Cataluña,929
2020,6,China,Puerto,Cataluña,71
2020,6,China,Tren,Comunidad de Madrid,50
2020,6,Corea del Sur,Aeropuerto,Comunidad de Madrid,1344
2020,6,Corea del Sur,Carretera,Cataluña,78
2020,6,Corea del Sur,Puerto,Andalucía,0
2020,6,Corea del Sur,Tren,Andalucía,41
2020,6,Dinamarca,Aeropuerto,Andalucía,3232
2020,6,Dinamarca,Carretera,Canarias,66
2020,6,Dinamarca,Puerto,Baleares,20
2020,6,Dinamarca,Tren,Cataluña,0
2020,6,EE.UU.,Aeropuerto,Andalucía,4412
2020,6,EE.UU.,Carretera,Cataluña,321
2020,6,EE.UU.,Puerto,Andalucía,54
2020,6,EE.UU.,Tren,Cataluña,83
2020,6,Finlandia,Aeropuerto,Canarias,14442
2020,6,Finlandia,Carretera,Cataluña,327
2020,6,Finlandia,Puerto,Canarias,89
2020,6,Finlandia,Tren,Cataluña,15
2020,6,Francia,Aeropuerto,Cataluña,82582
2020,6,Francia,Carretera,Andalucía,237382
2020,6,Francia,Puerto,Comunidad Valenciana,1619
2020,6,Francia,Tren,Cataluña,2267
2020,6,Irlanda,Aeropuerto,Comunidad Valenciana,26970
2020,6,Irlanda,Carretera,Canarias,192
2020,6,Irlanda,Puerto,Comunidad Valenciana,247
2020,6,Irlanda,Tren,Andalucía,0
2020,6,Italia,Aeropuerto,Cataluña,71027
2020,6,Italia,Carretera,Cataluña,5919
2020,6,Italia,Puerto,Cataluña,1973
2020,6,Italia,Tren,Canarias,0
2020,6,Japón,Aeropuerto,Comunidad de Madrid,8371
2020,6,Japón,Carretera,Cataluña,762
2020,6,Japón,Puerto,Cataluña,132
2020,6,Japón,Tren,Cataluña,150
2020,6,Luxemburgo,Aeropuerto,Cataluña,5466
2020,6,Luxemburgo,Carretera,Andalucía,1439
2020,6,Luxemburgo,Puerto,Andalucía,0
2020,6,Luxemburgo,Tren,Andalucía,7
2020,6,México,Aeropuerto,Cataluña,10303
2020,6,México,Carretera,Comunidad de Madrid,205
2020,6,México,Puerto,Comunidad de Madrid,86
2020,6,México,Tren,Comunidad de Madrid,227
2020,6,Noruega,Aeropuerto,Canarias,21552
2020,6,Noruega,Carretera,Andalucía,196
2020,6,Noruega,Puerto,Canarias,0
2020,6,Noruega,Tren,Canarias,0
2020,6,Países Bajos,Aeropuerto,Andalucía,65713
2020,6,Países Bajos,Carretera,Baleares,10633
2020,6,Países Bajos,Puerto,Cataluña,76
2020,6,Países Bajos,Tren,Cataluña,76
2020,6,Polonia,Aeropuerto,Canarias,36324
2020,6,Polonia,Carretera,Canarias,2157
2020,6,Polonia,Puerto,Comunidad Valenciana,39
2020,6,Polonia,Tren,Canarias,0
2020,6,Portugal,Aeropuerto,Comunidad de Madrid,8446
2020,6,Portugal,Carretera,Comunidad de Madrid,54807
2020,6,Portugal,Puerto,Galicia,127
2020,6,Portugal,Tren,Galicia,127
2020,6,Reino Unido,Aeropuerto,Canarias,246142
2020,6,Reino Unido,Carretera,Canarias,12333
2020,6,Reino Unido,Puerto,Cataluña,3674
2020,6,Reino Unido,Tren,Andalucía,262
2020,6,República Checa,Aeropuerto,Cataluña,10307
2020,6,República Checa,Carretera,Cataluña,210
2020,6,República Checa,Puerto,Cataluña,0
2020,6,República Checa,Tren,Baleares,0
2020,6,Rusia,Aeropuerto,Canarias,2199
2020,6,Rusia,Carretera,Cataluña,49
2020,6,Rusia,Puerto,Cataluña,61
2020,6,Rusia,Tren,Cataluña,30
2020,6,Suecia,Aeropuerto,Canarias,2232
2020,6,Suecia,Carretera,Baleares,62
2020,6,Suecia,Puerto,Canarias,0
2020,6,Suecia,Tren,Comunidad Valenciana,2
2020,6,Suiza,Aeropuerto,Comunidad Valenciana,3121
2020,6,Suiza,Carretera,Andalucía,830
2020,6,Suiza,Puerto,Baleares,8
2020,6,Suiza,Tren,Andalucía,12
2020,7,Alemania,Aeropuerto,Canarias,76920
2020,7,Alemania,Carretera,Canarias,6445
2020,7,Alemania,Puerto,Canarias,251
2020,7,Alemania,Tren,Cataluña,84
2020,7,Argentina,Aeropuerto,Comunidad de Madrid,3441
2020,7,Argentina,Carretera,Cataluña,923
2020,7,Argentina,Puerto,Andalucía,41
2020,7,Argentina,Tren,Andalucía,136
2020,7,Austria,Aeropuerto,Canarias,13670
2020,7,Austria,Carretera,Cataluña,1461
2020,7,Austria,Puerto,Cataluña,76
2020,7,Austria,Tren,Cataluña,15
2020,7,Brasil,Aeropuerto,Comunidad de Madrid,5712
2020,7,Brasil,Carretera,Cataluña,3103
2020,7,Brasil,Puerto,Galicia,601
2020,7,Brasil,Tren,Galicia,281
2020,7,Bélgica,Aeropuerto,Canarias,128506
2020,7,Bélgica,Carretera,Cataluña,31008
2020,7,Bélgica,Puerto,Andalucía,320
2020,7,Bélgica,Tren,Comunidad Valenciana,160
2020,7,Canadá,Aeropuerto,Canarias,5463
2020,7,Canadá,Carretera,Comunidad de Madrid,988
2020,7,Canadá,Puerto,Andalucía,53
2020,7,Canadá,Tren,Cataluña,174
2020,7,China,Aeropuerto,Comunidad de Madrid,11576
2020,7,China,Carretera,Comunidad de Madrid,4644
2020,7,China,Puerto,Cataluña,353
2020,7,China,Tren,Comunidad de Madrid,252
2020,7,Corea del Sur,Aeropuerto,Cataluña,2801
2020,7,Corea del Sur,Carretera,Comunidad de Madrid,162
2020,7,Corea del Sur,Puerto,Cataluña,0
2020,7,Corea del Sur,Tren,Andalucía,85
2020,7,Dinamarca,Aeropuerto,Comunidad Valenciana,22898
2020,7,Dinamarca,Carretera,Comunidad Valenciana,471
2020,7,Dinamarca,Puerto,Canarias,141
2020,7,Dinamarca,Tren,Cataluña,0
2020,7,EE.UU.,Aeropuerto,Comunidad de Madrid,12868
2020,7,EE.UU.,Carretera,Cataluña,937
2020,7,EE.UU.,Puerto,Andalucía,156
2020,7,EE.UU.,Tren,Comunidad de Madrid,241
2020,7,Finlandia,Aeropuerto,Canarias,14442
2020,7,Finlandia,Carretera,Canarias,327
2020,7,Finlandia,Puerto,Andalucía,89
2020,7,Finlandia,Tren,Canarias,15
2020,7,Francia,Aeropuerto,Cataluña,82582
2020,7,Francia,Carretera,Comunidad Valenciana,237382
2020,7,Francia,Puerto,Cataluña,1619
2020,7,Francia,Tren,Comunidad Valenciana,2267
2020,7,Irlanda,Aeropuerto,Canarias,26970
2020,7,Irlanda,Carretera,Canarias,192
2020,7,Irlanda,Puerto,Comunidad Valenciana,247
2020,7,Irlanda,Tren,Cataluña,0
2020,7,Italia,Aeropuerto,Comunidad de Madrid,71027
2020,7,Italia,Carretera,Andalucía,5919
2020,7,Italia,Puerto,Comunidad Valenciana,1973
2020,7,Italia,Tren,Comunidad Valenciana,0
2020,7,Japón,Aeropuerto,Cataluña,8371
2020,7,Japón,Carretera,Comunidad de Madrid,762
2020,7,Japón,Puerto,Cataluña,132
2020,7,Japón,Tren,Comunidad de Madrid,150
2020,7,Luxemburgo,Aeropuerto,Cataluña,5466
2020,7,Luxemburgo,Carretera,Baleares,1439
2020,7,Luxemburgo,Puerto,Baleares,0
2020,7,Luxemburgo,Tren,Cataluña,7
2020,7,México,Aeropuerto,Cataluña,10303
2020,7,México,Carretera,Comunidad de Madrid,205
2020,7,México,Puerto,Comunidad de Madrid,86
2020,7,México,Tren,Comunidad de Madrid,227
2020,7,Noruega,Aeropuerto,Canarias,21552
2020,7,Noruega,Carretera,Andalucía,196
2020,7,Noruega,Puerto,Andalucía,0
2020,7,Noruega,Tren,Comunidad Valenciana,0
2020,7,Países Bajos,Aeropuerto,Canarias,65713
2020,7,Países Bajos,Carretera,Canarias,10633
2020,7,Países Bajos,Puerto,Canarias,76
2020,7,Países Bajos,Tren,Canarias,76
2020,7,Polonia,Aeropuerto,Baleares,36324
2020,7,Polonia,Carretera,Canarias,2157
2020,7,Polonia,Puerto,Comunidad Valenciana,39
2020,7,Polonia,Tren,Canarias,0
2020,7,Portugal,Aeropuerto,Andalucía,8446
2020,7,Portugal,Carretera,Galicia,54807
2020,7,Portugal,Puerto,Galicia,127
2020,7,Portugal,Tren,Galicia,127
2020,7,Reino Unido,Aeropuerto,Andalucía,246142
2020,7,Reino Unido,Carretera,Canarias,12333
2020,7,Reino Unido,Puerto,Cataluña,3674
2020,7,Reino Unido,Tren,Canarias,262
2020,7,República Checa,Aeropuerto,Cataluña,15711
2020,7,República Checa,Carretera,Cataluña,321
2020,7,República Checa,Puerto,Canarias,0
2020,7,República Checa,Tren,Andalucía,0
2020,7,Rusia,Aeropuerto,Cataluña,2932
2020,7,Rusia,Carretera,Comunidad de Madrid,65
2020,7,Rusia,Puerto,Cataluña,81
2020,7,Rusia,Tren,Cataluña,41
2020,7,Suecia,Aeropuerto,Comunidad Valenciana,4464
2020,7,Suecia,Carretera,Canarias,124
2020,7,Suecia,Puerto,Canarias,0
2020,7,Suecia,Tren,Canarias,5
2020,7,Suiza,Aeropuerto,Canarias,6242
2020,7,Suiza,Carretera,Cataluña,1660
2020,7,Suiza,Puerto,Comunidad Valenciana,16
2020,7,Suiza,Tren,Canarias,24
2020,8,Alemania,Aeropuerto,Canarias,373614
2020,8,Alemania,Carretera,Canarias,31304
2020,8,Alemania,Puerto,Cataluña,1220
2020,8,Alemania,Tren,Canarias,407
2020,8,Argentina,Aeropuerto,Cataluña,4301
2020,8,Argentina,Carretera,Comunidad de Madrid,1153
2020,8,Argentina,Puerto,Andalucía,51
2020,8,Argentina,Tren,Cataluña,170
2020,8,Austria,Aeropuerto,Cataluña,20104
2020,8,Austria,Carretera,Baleares,2149
2020,8,Austria,Puerto,Comunidad de Madrid,112
2020,8,Austria,Tren,Canarias,22
2020,8,Brasil,Aeropuerto,Cataluña,9061
2020,8,Brasil,Carretera,Cataluña,4923
2020,8,Brasil,Puerto,Cataluña,954
2020,8,Brasil,Tren,Andalucía,446
2020,8,Bélgica,Aeropuerto,Comunidad Valenciana,96828
2020,8,Bélgica,Carretera,Comunidad Valenciana,23364
2020,8,Bélgica,Puerto,Comunidad Valenciana,241
2020,8,Bélgica,Tren,Comunidad Valenciana,120
2020,8,Canadá,Aeropuerto,Cataluña,5839
2020,8,Canadá,Carretera,Cataluña,1056
2020,8,Canadá,Puerto,Cataluña,57
2020,8,Canadá,Tren,Cataluña,186
2020,8,China,Aeropuerto,Cataluña,7594
2020,8,China,Carretera,Andalucía,3046
2020,8,China,Puerto,Cataluña,232
2020,8,China,Tren,Cataluña,166
2020,8,Corea del Sur,Aeropuerto,Comunidad de Madrid,3137
2020,8,Corea del Sur,Carretera,Cataluña,181
2020,8,Corea del Sur,Puerto,Cataluña,0
2020,8,Corea del Sur,Tren,Cataluña,96
2020,8,Dinamarca,Aeropuerto,Canarias,33674
2020,8,Dinamarca,Carretera,Comunidad Valenciana,692
2020,8,Dinamarca,Puerto,Canarias,208
2020,8,Dinamarca,Tren,Comunidad Valenciana,0
2020,8,EE.UU.,Aeropuerto,Cataluña,15442
2020,8,EE.UU.,Carretera,Andalucía,1125
2020,8,EE.UU.,Puerto,Comunidad de Madrid,187
2020,8,EE.UU.,Tren,Comunidad de Madrid,290
2020,8,Finlandia,Aeropuerto,Canarias,14442
2020,8,Finlandia,Carretera,Canarias,327
2020,8,Finlandia,Puerto,Canarias,89
2020,8,Finlandia,Tren,Cataluña,15
2020,8,Francia,Aeropuerto,Cataluña,82582
2020,8,Francia,Carretera,Cataluña,237382
2020,8,Francia,Puerto,Cataluña,1619
2020,8,Francia,Tren,Andalucía,2267
2020,8,Irlanda,Aeropuerto,Canarias,26970
2020,8,Irlanda,Carretera,Canarias,192
2020,8,Irlanda,Puerto,Canarias,247
2020,8,Irlanda,Tren,Canarias,0
2020,8,Italia,Aeropuerto,Canarias,71027
2020,8,Italia,Carretera,Cataluña,5919
2020,8,Italia,Puerto,Canarias,1973
2020,8,Italia,Tren,Comunidad Valenciana,0
2020,8,Japón,Aeropuerto,Cataluña,8371
2020,8,Japón,Carretera,Comunidad de Madrid,762
2020,8,Japón,Puerto,Cataluña,132
2020,8,Japón,Tren,Cataluña,150
2020,8,Luxemburgo,Aeropuerto,Baleares,5466
2020,8,Luxemburgo,Carretera,Comunidad Valenciana,1439
2020,8,Luxemburgo,Puerto,Cataluña,0
2020,8,Luxemburgo,Tren,Andalucía,7
2020,8,México,Aeropuerto,Comunidad de Madrid,10303
2020,8,México,Carretera,Comunidad de Madrid,205
2020,8,México,Puerto,Cataluña,86
2020,8,México,Tren,Comunidad de Madrid,227
2020,8,Noruega,Aeropuerto,Canarias,21552
2020,8,Noruega,Carretera,Canarias,196
2020,8,Noruega,Puerto,Canarias,0
2020,8,Noruega,Tren,Canarias,0
2020,8,Países Bajos,Aeropuerto,Cataluña,65713
2020,8,Países Bajos,Carretera,Comunidad Valenciana,10633
2020,8,Países Bajos,Puerto,Cataluña,76
2020,8,Países Bajos,Tren,Andalucía,76
2020,8,Polonia,Aeropuerto,Baleares,36324
2020,8,Polonia,Carretera,Cataluña,2157
2020,8,Polonia,Puerto,Canarias,39
2020,8,Polonia,Tren,Canarias,0
2020,8,Portugal,Aeropuerto,Castilla y León,8446
2020,8,Portugal,Carretera,Comunidad de Madrid,54807
2020,8,Portugal,Puerto,Extremadura,127
2020,8,Portugal,Tren,Extremadura,127
2020,8,Reino Unido,Aeropuerto,Comunidad Valenciana,246142
2020,8,Reino Unido,Carretera,Comunidad Valenciana,12333
2020,8,Reino Unido,Puerto,Canarias,3674
2020,8,Reino Unido,Tren,Comunidad Valenciana,262
2020,8,República Checa,Aeropuerto,Canarias,16591
2020,8,República Checa,Carretera,Canarias,339
2020,8,República Checa,Puerto,Comunidad de Madrid,0
2020,8,República Checa,Tren,Cataluña,0
2020,8,Rusia,Aeropuerto,Cataluña,3665
2020,8,Rusia,Carretera,Cataluña,82
2020,8,Rusia,Puerto,Cataluña,101
2020,8,Rusia,Tren,Cataluña,51
2020,8,Suecia,Aeropuerto,Canarias,35709
2020,8,Suecia,Carretera,Andalucía,991
2020,8,Suecia,Puerto,Comunidad Valenciana,0
2020,8,Suecia,Tren,Baleares,37
2020,8,Suiza,Aeropuerto,Comunidad Valenciana,62420
2020,8,Suiza,Carretera,Comunidad Valenciana,16598
2020,8,Suiza,Puerto,Canarias,159
2020,8,Suiza,Tren,Cataluña,238
2020,9,Alemania,Aeropuerto,Andalucía,98898
2020,9,Alemania,Carretera,Cataluña,8286
2020,9,Alemania,Puerto,Canarias,323
2020,9,Alemania,Tren,Canarias,108
2020,9,Argentina,Aeropuerto,Andalucía,6389
2020,9,Argentina,Carretera,Comunidad de Madrid,1713
2020,9,Argentina,Puerto,Cataluña,76
2020,9,Argentina,Tren,Comunidad de Madrid,253
2020,9,Austria,Aeropuerto,Baleares,16405
2020,9,Austria,Carretera,Comunidad de Madrid,1754
2020,9,Austria,Puerto,Cataluña,91
2020,9,Austria,Tren,Baleares,18
2020,9,Brasil,Aeropuerto,Cataluña,8371
2020,9,Brasil,Carretera,Comunidad de Madrid,4548
2020,9,Brasil,Puerto,Comunidad de Madrid,881
2020,9,Brasil,Tren,Andalucía,412
2020,9,Bélgica,Aeropuerto,Andalucía,34667
2020,9,Bélgica,Carretera,Comunidad Valenciana,8365
2020,9,Bélgica,Puerto,Canarias,86
2020,9,Bélgica,Tren,Andalucía,43
2020,9,Canadá,Aeropuerto,Andalucía,13373
2020,9,Canadá,Carretera,Andalucía,2420
2020,9,Canadá,Puerto,Comunidad de Madrid,131
2020,9,Canadá,Tren,Canarias,425
2020,9,China,Aeropuerto,Cataluña,18985
2020,9,China,Carretera,Andalucía,7616
2020,9,China,Puerto,Cataluña,579
2020,9,China,Tren,Cataluña,414
2020,9,Corea del Sur,Aeropuerto,Cataluña,1681
2020,9,Corea del Sur,Carretera,Cataluña,97
2020,9,Corea del Sur,Puerto,Comunidad de Madrid,0
2020,9,Corea del Sur,Tren,Comunidad de Madrid,51
2020,9,Dinamarca,Aeropuerto,Canarias,16703
2020,9,Dinamarca,Carretera,Canarias,343
2020,9,Dinamarca,Puerto,Canarias,103
2020,9,Dinamarca,Tren,Comunidad Valenciana,0
2020,9,EE.UU.,Aeropuerto,Cataluña,13971
2020,9,EE.UU.,Carretera,Comunidad de Madrid,1018
2020,9,EE.UU.,Puerto,Comunidad de Madrid,170
2020,9,EE.UU.,Tren,Cataluña,262
2020,9,Finlandia,Aeropuerto,Andalucía,14442
2020,9,Finlandia,Carretera,Canarias,327
2020,9,Finlandia,Puerto,Canarias,89
2020,9,Finlandia,Tren,Canarias,15
2020,9,Francia,Aeropuerto,Castilla y León,82582
2020,9,Francia,Carretera,Cataluña,237382
2020,9,Francia,Puerto,Cataluña,1619
2020,9,Francia,Tren,Comunidad Valenciana,2267
2020,9,Irlanda,Aeropuerto,Canarias,26970
2020,9,Irlanda,Carretera,Canarias,192
2020,9,Irlanda,Puerto,Andalucía,247
