Anio,Mes,Pais,Medio_Acceso_Predicho,Num_Turistas
2021,9,Bélgica,Aeropuerto,205580
2021,9,Bélgica,Carretera,35270
2021,9,Bélgica,Puerto,483
2021,9,Bélgica,Tren,242
2021,9,Canadá,Aeropuerto,15167
2021,9,Canadá,Carretera,2798
2021,9,Canadá,Puerto,202
2021,9,Canadá,Tren,239
2021,9,China,Aeropuerto,4845
2021,9,China,Carretera,97
2021,9,China,Puerto,0
2021,9,China,Tren,453
2021,9,Corea del Sur,Aeropuerto,1989
2021,9,Corea del Sur,Carretera,0
2021,9,Corea del Sur,Puerto,5
2021,9,Corea del Sur,Tren,456
2021,9,Dinamarca,Aeropuerto,86399
2021,9,Dinamarca,Carretera,1682
2021,9,Dinamarca,Puerto,354
2021,9,Dinamarca,Tren,89
2021,9,EE.UU.,Aeropuerto,118703
2021,9,EE.UU.,Carretera,7822
2021,9,EE.UU.,Puerto,8920
2021,9,EE.UU.,Tren,1784
2021,9,Finlandia,Aeropuerto,13395
2021,9,Finlandia,Carretera,992
2021,9,Finlandia,Puerto,190
2021,9,Finlandia,Tren,15
2021,9,Francia,Aeropuerto,183826
2021,9,Francia,Carretera,295867
2021,9,Francia,Puerto,485
2021,9,Francia,Tren,4365
2021,9,Irlanda,Aeropuerto,50537
2021,9,Irlanda,Carretera,947
2021,9,Irlanda,Puerto,1104
2021,9,Irlanda,Tren,53
2021,9,Italia,Aeropuerto,132104
2021,9,Italia,Carretera,7804
2021,9,Italia,Puerto,1845
2021,9,Italia,Tren,0
2021,9,Japón,Aeropuerto,2133
2021,9,Japón,Carretera,215
2021,9,Japón,Puerto,0
2021,9,Japón,Tren,95
2021,9,Luxemburgo,Aeropuerto,15351
2021,9,Luxemburgo,Carretera,1446
2021,9,Luxemburgo,Puerto,0
2021,9,Luxemburgo,Tren,0
2021,9,México,Aeropuerto,20096
2021,9,México,Carretera,187
2021,9,México,Puerto,187
2021,9,México,Tren,333
2021,9,Noruega,Aeropuerto,23758
2021,9,Noruega,Carretera,514
2021,9,Noruega,Puerto,171
2021,9,Noruega,Tren,0
2021,9,Países Bajos,Aeropuerto,147629
2021,9,Países Bajos,Carretera,22699
2021,9,Países Bajos,Puerto,171
2021,9,Países Bajos,Tren,171
2021,9,Polonia,Aeropuerto,67066
2021,9,Polonia,Carretera,1440
2021,9,Polonia,Puerto,69
2021,9,Polonia,Tren,69
2021,9,Portugal,Aeropuerto,20483
2021,9,Portugal,Carretera,78352
2021,9,Portugal,Puerto,398
2021,9,Portugal,Tren,99
2021,9,Reino Unido,Aeropuerto,344431
2021,9,Reino Unido,Carretera,7885
2021,9,Reino Unido,Puerto,5735
2021,9,Reino Unido,Tren,358
2021,9,República Checa,Aeropuerto,29809
2021,9,República Checa,Carretera,828
2021,9,República Checa,Puerto,0
2021,9,República Checa,Tren,0
2021,9,Rusia,Aeropuerto,19934
2021,9,Rusia,Carretera,624
2021,9,Rusia,Puerto,83
2021,9,Rusia,Tren,166
2021,9,Suecia,Aeropuerto,118997
2021,9,Suecia,Carretera,3823
2021,9,Suecia,Puerto,370
2021,9,Suecia,Tren,123
2021,9,Suiza,Aeropuerto,93966
2021,9,Suiza,Carretera,19179
2021,9,Suiza,Puerto,113
2021,9,Suiza,Tren,227
2021,10,Alemania,Aeropuerto,758936
2021,10,Alemania,Carretera,45213
2021,10,Alemania,Puerto,1615
2021,10,Alemania,Tren,807
2021,10,Argentina,Aeropuerto,4726
2021,10,Argentina,Carretera,229
2021,10,Argentina,Puerto,22
2021,10,Argentina,Tren,486
2021,10,Austria,Aeropuerto,53921
2021,10,Austria,Carretera,3088
2021,10,Austria,Puerto,114
2021,10,Austria,Tren,57
2021,10,Brasil,Aeropuerto,6019
2021,10,Brasil,Carretera,5567
2021,10,Brasil,Puerto,24
2021,10,Brasil,Tren,285
2021,10,Bélgica,Aeropuerto,176924
2021,10,Bélgica,Carretera,30354
2021,10,Bélgica,Puerto,416
2021,10,Bélgica,Tren,208
2021,10,Canadá,Aeropuerto,15513
2021,10,Canadá,Carretera,2862
2021,10,Canadá,Puerto,207
2021,10,Canadá,Tren,245
2021,10,China,Aeropuerto,3981
2021,10,China,Carretera,80
2021,10,China,Puerto,0
2021,10,China,Tren,372
2021,10,Corea del Sur,Aeropuerto,2204
2021,10,Corea del Sur,Carretera,0
2021,10,Corea del Sur,Puerto,5
2021,10,Corea del Sur,Tren,505
2021,10,Dinamarca,Aeropuerto,112562
2021,10,Dinamarca,Carretera,2191
2021,10,Dinamarca,Puerto,461
2021,10,Dinamarca,Tren,115
2021,10,EE.UU.,Aeropuerto,113872
2021,10,EE.UU.,Carretera,7504
2021,10,EE.UU.,Puerto,8557
2021,10,EE.UU.,Tren,1711
2021,10,Finlandia,Aeropuerto,13395
2021,10,Finlandia,Carretera,992
2021,10,Finlandia,Puerto,190
2021,10,Finlandia,Tren,15
2021,10,Francia,Aeropuerto,183826
2021,10,Francia,Carretera,295867
2021,10,Francia,Puerto,485
2021,10,Francia,Tren,4365
2021,10,Irlanda,Aeropuerto,50537
2021,10,Irlanda,Carretera,947
2021,10,Irlanda,Puerto,1104
2021,10,Irlanda,Tren,53
2021,10,Italia,Aeropuerto,132104
2021,10,Italia,Carretera,7804
2021,10,Italia,Puerto,1845
2021,10,Italia,Tren,0
2021,10,Japón,Aeropuerto,2133
2021,10,Japón,Carretera,215
2021,10,Japón,Puerto,0
2021,10,Japón,Tren,95
2021,10,Luxemburgo,Aeropuerto,15351
2021,10,Luxemburgo,Carretera,1446
2021,10,Luxemburgo,Puerto,0
2021,10,Luxemburgo,Tren,0
2021,10,México,Aeropuerto,20096
2021,10,México,Carretera,187
2021,10,México,Puerto,187
2021,10,México,Tren,333
2021,10,Noruega,Aeropuerto,23758
2021,10,Noruega,Carretera,514
2021,10,Noruega,Puerto,171
2021,10,Noruega,Tren,0
2021,10,Países Bajos,Aeropuerto,147629
2021,10,Países Bajos,Carretera,22699
2021,10,Países Bajos,Puerto,171
2021,10,Países Bajos,Tren,171
2021,10,Polonia,Aeropuerto,67066
2021,10,Polonia,Carretera,1440
2021,10,Polonia,Puerto,69
2021,10,Polonia,Tren,69
2021,10,Portugal,Aeropuerto,20483
2021,10,Portugal,Carretera,78352
2021,10,Portugal,Puerto,398
2021,10,Portugal,Tren,99
2021,10,Reino Unido,Aeropuerto,344431
2021,10,Reino Unido,Carretera,7885
2021,10,Reino Unido,Puerto,5735
2021,10,Reino Unido,Tren,358
2021,10,República Checa,Aeropuerto,20714
2021,10,República Checa,Carretera,575
2021,10,República Checa,Puerto,0
2021,10,República Checa,Tren,0
2021,10,Rusia,Aeropuerto,18005
2021,10,Rusia,Carretera,564
2021,10,Rusia,Puerto,75
2021,10,Rusia,Tren,150
2021,10,Suecia,Aeropuerto,108179
2021,10,Suecia,Carretera,3475
2021,10,Suecia,Puerto,336
2021,10,Suecia,Tren,112
2021,10,Suiza,Aeropuerto,156610
2021,10,Suiza,Carretera,31965
2021,10,Suiza,Puerto,189
2021,10,Suiza,Tren,378
2021,11,Alemania,Aeropuerto,440672
2021,11,Alemania,Carretera,26253
2021,11,Alemania,Puerto,938
2021,11,Alemania,Tren,469
2021,11,Argentina,Aeropuerto,8453
2021,11,Argentina,Carretera,410
2021,11,Argentina,Puerto,39
2021,11,Argentina,Tren,870
2021,11,Austria,Aeropuerto,28039
2021,11,Austria,Carretera,1606
2021,11,Austria,Puerto,59
2021,11,Austria,Tren,30
2021,11,Brasil,Aeropuerto,8851
2021,11,Brasil,Carretera,8186
2021,11,Brasil,Puerto,35
2021,11,Brasil,Tren,420
2021,11,Bélgica,Aeropuerto,130824
2021,11,Bélgica,Carretera,22445
2021,11,Bélgica,Puerto,307
2021,11,Bélgica,Tren,154
2021,11,Canadá,Aeropuerto,12869
2021,11,Canadá,Carretera,2374
2021,11,Canadá,Puerto,172
2021,11,Canadá,Tren,203
2021,11,China,Aeropuerto,1781
2021,11,China,Carretera,36
2021,11,China,Puerto,0
2021,11,China,Tren,166
2021,11,Corea del Sur,Aeropuerto,2602
2021,11,Corea del Sur,Carretera,0
2021,11,Corea del Sur,Puerto,6
2021,11,Corea del Sur,Tren,596
2021,11,Dinamarca,Aeropuerto,68145
2021,11,Dinamarca,Carretera,1327
2021,11,Dinamarca,Puerto,279
2021,11,Dinamarca,Tren,70
2021,11,EE.UU.,Aeropuerto,91097
2021,11,EE.UU.,Carretera,6003
2021,11,EE.UU.,Puerto,6845
2021,11,EE.UU.,Tren,1369
2021,11,Finlandia,Aeropuerto,13395
2021,11,Finlandia,Carretera,992
2021,11,Finlandia,Puerto,190
2021,11,Finlandia,Tren,15
2021,11,Francia,Aeropuerto,183826
2021,11,Francia,Carretera,295867
2021,11,Francia,Puerto,485
2021,11,Francia,Tren,4365
2021,11,Irlanda,Aeropuerto,50537
2021,11,Irlanda,Carretera,947
2021,11,Irlanda,Puerto,1104
2021,11,Irlanda,Tren,53
2021,11,Italia,Aeropuerto,132104
2021,11,Italia,Carretera,7804
2021,11,Italia,Puerto,1845
2021,11,Italia,Tren,0
2021,11,Japón,Aeropuerto,2133
2021,11,Japón,Carretera,215
2021,11,Japón,Puerto,0
2021,11,Japón,Tren,95
2021,11,Luxemburgo,Aeropuerto,15351
2021,11,Luxemburgo,Carretera,1446
2021,11,Luxemburgo,Puerto,0
2021,11,Luxemburgo,Tren,0
2021,11,México,Aeropuerto,20096
2021,11,México,Carretera,187
2021,11,México,Puerto,187
2021,11,México,Tren,333
2021,11,Noruega,Aeropuerto,23758
2021,11,Noruega,Carretera,514
2021,11,Noruega,Puerto,171
2021,11,Noruega,Tren,0
2021,11,Países Bajos,Aeropuerto,147629
2021,11,Países Bajos,Carretera,22699
2021,11,Países Bajos,Puerto,171
2021,11,Países Bajos,Tren,171
2021,11,Polonia,Aeropuerto,67066
2021,11,Polonia,Carretera,1440
2021,11,Polonia,Puerto,69
2021,11,Polonia,Tren,69
2021,11,Portugal,Aeropuerto,20483
2021,11,Portugal,Carretera,78352
2021,11,Portugal,Puerto,398
2021,11,Portugal,Tren,99
2021,11,Reino Unido,Aeropuerto,344431
2021,11,Reino Unido,Carretera,7885
2021,11,Reino Unido,Puerto,5735
2021,11,Reino Unido,Tren,358
2021,11,República Checa,Aeropuerto,13137
2021,11,República Checa,Carretera,365
2021,11,República Checa,Puerto,0
2021,11,República Checa,Tren,0
2021,11,Rusia,Aeropuerto,13503
2021,11,Rusia,Carretera,423
2021,11,Rusia,Puerto,56
2021,11,Rusia,Tren,113
2021,11,Suecia,Aeropuerto,90149
2021,11,Suecia,Carretera,2896
2021,11,Suecia,Puerto,280
2021,11,Suecia,Tren,93
2021,11,Suiza,Aeropuerto,62644
2021,11,Suiza,Carretera,12786
2021,11,Suiza,Puerto,76
2021,11,Suiza,Tren,151
2021,12,Alemania,Aeropuerto,342746
2021,12,Alemania,Carretera,20419
2021,12,Alemania,Puerto,729
2021,12,Alemania,Tren,365
2021,12,Argentina,Aeropuerto,8119
2021,12,Argentina,Carretera,394
2021,12,Argentina,Puerto,38
2021,12,Argentina,Tren,835
2021,12,Austria,Aeropuerto,12941
2021,12,Austria,Carretera,741
2021,12,Austria,Puerto,27
2021,12,Austria,Tren,14
2021,12,Brasil,Aeropuerto,11188
2021,12,Brasil,Carretera,10347
2021,12,Brasil,Puerto,44
2021,12,Brasil,Tren,531
2021,12,Bélgica,Aeropuerto,64789
2021,12,Bélgica,Carretera,11115
2021,12,Bélgica,Puerto,152
2021,12,Bélgica,Tren,76
2021,12,Canadá,Aeropuerto,8963
2021,12,Canadá,Carretera,1653
2021,12,Canadá,Puerto,120
2021,12,Canadá,Tren,141
2021,12,China,Aeropuerto,917
2021,12,China,Carretera,18
2021,12,China,Puerto,0
2021,12,China,Tren,86
2021,12,Corea del Sur,Aeropuerto,9549
2021,12,Corea del Sur,Carretera,0
2021,12,Corea del Sur,Puerto,24
2021,12,Corea del Sur,Tren,2187
2021,12,Dinamarca,Aeropuerto,61453
2021,12,Dinamarca,Carretera,1196
2021,12,Dinamarca,Puerto,252
2021,12,Dinamarca,Tren,63
2021,12,EE.UU.,Aeropuerto,62112
2021,12,EE.UU.,Carretera,4093
2021,12,EE.UU.,Puerto,4667
2021,12,EE.UU.,Tren,933
2021,12,Finlandia,Aeropuerto,13395
2021,12,Finlandia,Carretera,992
2021,12,Finlandia,Puerto,190
2021,12,Finlandia,Tren,15
2021,12,Francia,Aeropuerto,183826
2021,12,Francia,Carretera,295867
2021,12,Francia,Puerto,485
2021,12,Francia,Tren,4365
2021,12,Irlanda,Aeropuerto,50537
2021,12,Irlanda,Carretera,947
2021,12,Irlanda,Puerto,1104
2021,12,Irlanda,Tren,53
2021,12,Italia,Aeropuerto,132104
2021,12,Italia,Carretera,7804
2021,12,Italia,Puerto,1845
2021,12,Italia,Tren,0
2021,12,Japón,Aeropuerto,2133
2021,12,Japón,Carretera,215
2021,12,Japón,Puerto,0
2021,12,Japón,Tren,95
2021,12,Luxemburgo,Aeropuerto,15351
2021,12,Luxemburgo,Carretera,1446
2021,12,Luxemburgo,Puerto,0
2021,12,Luxemburgo,Tren,0
2021,12,México,Aeropuerto,20096
2021,12,México,Carretera,187
2021,12,México,Puerto,187
2021,12,México,Tren,333
2021,12,Noruega,Aeropuerto,23758
2021,12,Noruega,Carretera,514
2021,12,Noruega,Puerto,171
2021,12,Noruega,Tren,0
2021,12,Países Bajos,Aeropuerto,147629
2021,12,Países Bajos,Carretera,22699
2021,12,Países Bajos,Puerto,171
2021,12,Países Bajos,Tren,171
2021,12,Polonia,Aeropuerto,67066
2021,12,Polonia,Carretera,1440
2021,12,Polonia,Puerto,69
2021,12,Polonia,Tren,69
2021,12,Portugal,Aeropuerto,20483
2021,12,Portugal,Carretera,78352
2021,12,Portugal,Puerto,398
2021,12,Portugal,Tren,99
2021,12,Reino Unido,Aeropuerto,344431
2021,12,Reino Unido,Carretera,7885
2021,12,Reino Unido,Puerto,5735
2021,12,Reino Unido,Tren,358
2021,12,República Checa,Aeropuerto,10358
2021,12,República Checa,Carretera,288
2021,12,República Checa,Puerto,0
2021,12,República Checa,Tren,0
2021,12,Rusia,Aeropuerto,10288
2021,12,Rusia,Carretera,322
2021,12,Rusia,Puerto,43
2021,12,Rusia,Tren,86
2021,12,Suecia,Aeropuerto,54089
2021,12,Suecia,Carretera,1738
2021,12,Suecia,Puerto,168
2021,12,Suecia,Tren,56
2021,12,Suiza,Aeropuerto,54814
2021,12,Suiza,Carretera,11188
2021,12,Suiza,Puerto,66
2021,12,Suiza,Tren,132
2022,1,Alemania,Aeropuerto,278698
2022,1,Alemania,Carretera,12895
2022,1,Alemania,Puerto,1172
2022,1,Alemania,Tren,586
2022,1,Argentina,Aeropuerto,20998
2022,1,Argentina,Carretera,245
2022,1,Argentina,Puerto,646
2022,1,Argentina,Tren,401
2022,1,Austria,Aeropuerto,17824
2022,1,Austria,Carretera,1085
2022,1,Austria,Puerto,114
2022,1,Austria,Tren,19
2022,1,Brasil,Aeropuerto,12943
2022,1,Brasil,Carretera,1894
2022,1,Brasil,Puerto,563
2022,1,Brasil,Tren,266
2022,1,Bélgica,Aeropuerto,104115
2022,1,Bélgica,Carretera,15563
2022,1,Bélgica,Puerto,965
2022,1,Bélgica,Tren,121
2022,1,Canadá,Aeropuerto,10302
2022,1,Canadá,Carretera,1034
2022,1,Canadá,Puerto,705
2022,1,Canadá,Tren,122
2022,1,China,Aeropuerto,2151
2022,1,China,Carretera,136
2022,1,China,Puerto,83
2022,1,China,Tren,7
2022,1,Corea del Sur,Aeropuerto,2146
2022,1,Corea del Sur,Carretera,2
2022,1,Corea del Sur,Puerto,0
2022,1,Corea del Sur,Tren,15
2022,1,Dinamarca,Aeropuerto,58216
2022,1,Dinamarca,Carretera,1012
2022,1,Dinamarca,Puerto,298
2022,1,Dinamarca,Tren,60
2022,1,EE.UU.,Aeropuerto,62403
2022,1,EE.UU.,Carretera,1611
2022,1,EE.UU.,Puerto,5323
2022,1,EE.UU.,Tren,700
2022,1,Finlandia,Aeropuerto,38340
2022,1,Finlandia,Carretera,194
2022,1,Finlandia,Puerto,272
2022,1,Finlandia,Tren,39
2022,1,Francia,Aeropuerto,312852
2022,1,Francia,Carretera,513010
2022,1,Francia,Puerto,7569
2022,1,Francia,Tren,6728
2022,1,Irlanda,Aeropuerto,168308
2022,1,Irlanda,Carretera,2089
2022,1,Irlanda,Puerto,3481
2022,1,Irlanda,Tren,174
2022,1,Italia,Aeropuerto,313412
2022,1,Italia,Carretera,14702
2022,1,Italia,Puerto,6014
2022,1,Italia,Tren,0
2022,1,Japón,Aeropuerto,8655
2022,1,Japón,Carretera,1584
2022,1,Japón,Puerto,93
2022,1,Japón,Tren,21
2022,1,Luxemburgo,Aeropuerto,15954
2022,1,Luxemburgo,Carretera,2634
2022,1,Luxemburgo,Puerto,93
2022,1,Luxemburgo,Tren,0
2022,1,México,Aeropuerto,57259
2022,1,México,Carretera,423
2022,1,México,Puerto,2295
2022,1,México,Tren,483
2022,1,Noruega,Aeropuerto,100469
2022,1,Noruega,Carretera,2298
2022,1,Noruega,Puerto,1567
2022,1,Noruega,Tren,104
2022,1,Países Bajos,Aeropuerto,288885
2022,1,Países Bajos,Carretera,34967
2022,1,Países Bajos,Puerto,2288
2022,1,Países Bajos,Tren,654
2022,1,Polonia,Aeropuerto,123792
2022,1,Polonia,Carretera,5040
2022,1,Polonia,Puerto,258
2022,1,Polonia,Tren,0
2022,1,Portugal,Aeropuerto,46891
2022,1,Portugal,Carretera,152545
2022,1,Portugal,Puerto,1409
2022,1,Portugal,Tren,402
2022,1,Reino Unido,Aeropuerto,1231943
2022,1,Reino Unido,Carretera,11337
2022,1,Reino Unido,Puerto,15116
2022,1,Reino Unido,Tren,1260
2022,1,República Checa,Aeropuerto,18940
2022,1,República Checa,Carretera,329
2022,1,República Checa,Puerto,58
2022,1,República Checa,Tren,19
2022,1,Rusia,Aeropuerto,17021
2022,1,Rusia,Carretera,0
2022,1,Rusia,Puerto,348
2022,1,Rusia,Tren,35
2022,1,Suecia,Aeropuerto,62712
2022,1,Suecia,Carretera,1155
2022,1,Suecia,Puerto,257
2022,1,Suecia,Tren,64
2022,1,Suiza,Aeropuerto,50445
2022,1,Suiza,Carretera,6950
2022,1,Suiza,Puerto,347
2022,1,Suiza,Tren,232
2022,2,Alemania,Aeropuerto,371598
2022,2,Alemania,Carretera,17193
2022,2,Alemania,Puerto,1563
2022,2,Alemania,Tren,781
2022,2,Argentina,Aeropuerto,17731
2022,2,Argentina,Carretera,207
2022,2,Argentina,Puerto,546
2022,2,Argentina,Tren,339
2022,2,Austria,Aeropuerto,31192
2022,2,Austria,Carretera,1900
2022,2,Austria,Puerto,200
2022,2,Austria,Tren,33
2022,2,Brasil,Aeropuerto,10930
2022,2,Brasil,Carretera,1599
2022,2,Brasil,Puerto,476
2022,2,Brasil,Tren,225
2022,2,Bélgica,Aeropuerto,112791
2022,2,Bélgica,Carretera,16860
2022,2,Bélgica,Puerto,1046
2022,2,Bélgica,Tren,131
2022,2,Canadá,Aeropuerto,13522
2022,2,Canadá,Carretera,1357
2022,2,Canadá,Puerto,926
2022,2,Canadá,Tren,160
2022,2,China,Aeropuerto,2304
2022,2,China,Carretera,145
2022,2,China,Puerto,89
2022,2,China,Tren,8
2022,2,Corea del Sur,Aeropuerto,4471
2022,2,Corea del Sur,Carretera,5
2022,2,Corea del Sur,Puerto,0
2022,2,Corea del Sur,Tren,32
2022,2,Dinamarca,Aeropuerto,61575
2022,2,Dinamarca,Carretera,1070
2022,2,Dinamarca,Puerto,315
2022,2,Dinamarca,Tren,63
2022,2,EE.UU.,Aeropuerto,69891
2022,2,EE.UU.,Carretera,1804
2022,2,EE.UU.,Puerto,5962
2022,2,EE.UU.,Tren,784
2022,2,Finlandia,Aeropuerto,38340
2022,2,Finlandia,Carretera,194
2022,2,Finlandia,Puerto,272
2022,2,Finlandia,Tren,39
2022,2,Francia,Aeropuerto,312852
2022,2,Francia,Carretera,513010
2022,2,Francia,Puerto,7569
2022,2,Francia,Tren,6728
2022,2,Irlanda,Aeropuerto,168308
2022,2,Irlanda,Carretera,2089
2022,2,Irlanda,Puerto,3481
2022,2,Irlanda,Tren,174
2022,2,Italia,Aeropuerto,313412
2022,2,Italia,Carretera,14702
2022,2,Italia,Puerto,6014
2022,2,Italia,Tren,0
2022,2,Japón,Aeropuerto,8655
2022,2,Japón,Carretera,1584
2022,2,Japón,Puerto,93
2022,2,Japón,Tren,21
2022,2,Luxemburgo,Aeropuerto,15954
2022,2,Luxemburgo,Carretera,2634
2022,2,Luxemburgo,Puerto,93
2022,2,Luxemburgo,Tren,0
2022,2,México,Aeropuerto,57259
2022,2,México,Carretera,423
2022,2,México,Puerto,2295
2022,2,México,Tren,483
2022,2,Noruega,Aeropuerto,100469
2022,2,Noruega,Carretera,2298
2022,2,Noruega,Puerto,1567
2022,2,Noruega,Tren,104
2022,2,Países Bajos,Aeropuerto,288885
2022,2,Países Bajos,Carretera,34967
2022,2,Países Bajos,Puerto,2288
2022,2,Países Bajos,Tren,654
2022,2,Polonia,Aeropuerto,123792
2022,2,Polonia,Carretera,5040
2022,2,Polonia,Puerto,258
2022,2,Polonia,Tren,0
2022,2,Portugal,Aeropuerto,46891
2022,2,Portugal,Carretera,152545
2022,2,Portugal,Puerto,1409
2022,2,Portugal,Tren,402
2022,2,Reino Unido,Aeropuerto,1231943
2022,2,Reino Unido,Carretera,11337
2022,2,Reino Unido,Puerto,15116
2022,2,Reino Unido,Tren,1260
2022,2,República Checa,Aeropuerto,20933
2022,2,República Checa,Carretera,363
2022,2,República Checa,Puerto,64
2022,2,República Checa,Tren,21
2022,2,Rusia,Aeropuerto,11784
2022,2,Rusia,Carretera,0
2022,2,Rusia,Puerto,241
2022,2,Rusia,Tren,24
2022,2,Suecia,Aeropuerto,69680
2022,2,Suecia,Carretera,1284
2022,2,Suecia,Puerto,285
2022,2,Suecia,Tren,71
2022,2,Suiza,Aeropuerto,57651
2022,2,Suiza,Carretera,7943
2022,2,Suiza,Puerto,397
2022,2,Suiza,Tren,265
2022,3,Alemania,Aeropuerto,464497
2022,3,Alemania,Carretera,21491
2022,3,Alemania,Puerto,1954
2022,3,Alemania,Tren,977
2022,3,Argentina,Aeropuerto,30331
2022,3,Argentina,Carretera,354
2022,3,Argentina,Puerto,934
2022,3,Argentina,Tren,580
2022,3,Austria,Aeropuerto,46342
2022,3,Austria,Carretera,2822
2022,3,Austria,Puerto,297
2022,3,Austria,Tren,50
2022,3,Brasil,Aeropuerto,14956
2022,3,Brasil,Carretera,2188
2022,3,Brasil,Puerto,651
2022,3,Brasil,Tren,307
2022,3,Bélgica,Aeropuerto,140988
2022,3,Bélgica,Carretera,21075
2022,3,Bélgica,Puerto,1307
2022,3,Bélgica,Tren,163
2022,3,Canadá,Aeropuerto,15454
2022,3,Canadá,Carretera,1551
2022,3,Canadá,Puerto,1058
2022,3,Canadá,Tren,182
2022,3,China,Aeropuerto,1946
2022,3,China,Carretera,123
2022,3,China,Puerto,75
2022,3,China,Tren,6
2022,3,Corea del Sur,Aeropuerto,5723
2022,3,Corea del Sur,Carretera,6
2022,3,Corea del Sur,Puerto,0
2022,3,Corea del Sur,Tren,40
2022,3,Dinamarca,Aeropuerto,76129
2022,3,Dinamarca,Carretera,1323
2022,3,Dinamarca,Puerto,389
2022,3,Dinamarca,Tren,78
2022,3,EE.UU.,Aeropuerto,129798
2022,3,EE.UU.,Carretera,3351
2022,3,EE.UU.,Puerto,11071
2022,3,EE.UU.,Tren,1457
2022,3,Finlandia,Aeropuerto,38340
2022,3,Finlandia,Carretera,194
2022,3,Finlandia,Puerto,272
2022,3,Finlandia,Tren,39
2022,3,Francia,Aeropuerto,312852
2022,3,Francia,Carretera,513010
2022,3,Francia,Puerto,7569
2022,3,Francia,Tren,6728
2022,3,Irlanda,Aeropuerto,168308
2022,3,Irlanda,Carretera,2089
2022,3,Irlanda,Puerto,3481
2022,3,Irlanda,Tren,174
2022,3,Italia,Aeropuerto,313412
2022,3,Italia,Carretera,14702
2022,3,Italia,Puerto,6014
2022,3,Italia,Tren,0
2022,3,Japón,Aeropuerto,8655
2022,3,Japón,Carretera,1584
2022,3,Japón,Puerto,93
2022,3,Japón,Tren,21
2022,3,Luxemburgo,Aeropuerto,15954
2022,3,Luxemburgo,Carretera,2634
2022,3,Luxemburgo,Puerto,93
2022,3,Luxemburgo,Tren,0
2022,3,México,Aeropuerto,57259
2022,3,México,Carretera,423
2022,3,México,Puerto,2295
2022,3,México,Tren,483
2022,3,Noruega,Aeropuerto,100469
2022,3,Noruega,Carretera,2298
2022,3,Noruega,Puerto,1567
2022,3,Noruega,Tren,104
2022,3,Países Bajos,Aeropuerto,288885
2022,3,Países Bajos,Carretera,34967
2022,3,Países Bajos,Puerto,2288
2022,3,Países Bajos,Tren,654
2022,3,Polonia,Aeropuerto,123792
2022,3,Polonia,Carretera,5040
2022,3,Polonia,Puerto,258
2022,3,Polonia,Tren,0
2022,3,Portugal,Aeropuerto,46891
2022,3,Portugal,Carretera,152545
2022,3,Portugal,Puerto,1409
2022,3,Portugal,Tren,402
2022,3,Reino Unido,Aeropuerto,1231943
2022,3,Reino Unido,Carretera,11337
2022,3,Reino Unido,Puerto,15116
2022,3,Reino Unido,Tren,1260
2022,3,República Checa,Aeropuerto,32396
2022,3,República Checa,Carretera,563
2022,3,República Checa,Puerto,99
2022,3,República Checa,Tren,33
2022,3,Rusia,Aeropuerto,15713
2022,3,Rusia,Carretera,0
2022,3,Rusia,Puerto,321
2022,3,Rusia,Tren,32
2022,3,Suecia,Aeropuerto,83617
2022,3,Suecia,Carretera,1541
2022,3,Suecia,Puerto,342
2022,3,Suecia,Tren,86
2022,3,Suiza,Aeropuerto,72064
2022,3,Suiza,Carretera,9928
2022,3,Suiza,Puerto,496
2022,3,Suiza,Tren,331
2022,4,Alemania,Aeropuerto,603846
2022,4,Alemania,Carretera,27938
2022,4,Alemania,Puerto,2540
2022,4,Alemania,Tren,1270
2022,4,Argentina,Aeropuerto,36396
2022,4,Argentina,Carretera,425
2022,4,Argentina,Puerto,1120
2022,4,Argentina,Tren,695
2022,4,Austria,Aeropuerto,75751
2022,4,Austria,Carretera,4613
2022,4,Austria,Puerto,486
2022,4,Austria,Tren,81
2022,4,Brasil,Aeropuerto,9205
2022,4,Brasil,Carretera,1347
2022,4,Brasil,Puerto,401
2022,4,Brasil,Tren,189
2022,4,Bélgica,Aeropuerto,199553
2022,4,Bélgica,Carretera,29829
2022,4,Bélgica,Puerto,1850
2022,4,Bélgica,Tren,231
2022,4,Canadá,Aeropuerto,16741
2022,4,Canadá,Carretera,1680
2022,4,Canadá,Puerto,1146
2022,4,Canadá,Tren,198
2022,4,China,Aeropuerto,2663
2022,4,China,Carretera,168
2022,4,China,Puerto,103
2022,4,China,Tren,9
2022,4,Corea del Sur,Aeropuerto,8048
2022,4,Corea del Sur,Carretera,8
2022,4,Corea del Sur,Puerto,0
2022,4,Corea del Sur,Tren,57
2022,4,Dinamarca,Aeropuerto,83966
2022,4,Dinamarca,Carretera,1460
2022,4,Dinamarca,Puerto,429
2022,4,Dinamarca,Tren,86
2022,4,EE.UU.,Aeropuerto,187209
2022,4,EE.UU.,Carretera,4833
2022,4,EE.UU.,Puerto,15968
2022,4,EE.UU.,Tren,2101
2022,4,Finlandia,Aeropuerto,38340
2022,4,Finlandia,Carretera,194
2022,4,Finlandia,Puerto,272
2022,4,Finlandia,Tren,39
2022,4,Francia,Aeropuerto,312852
2022,4,Francia,Carretera,513010
2022,4,Francia,Puerto,7569
2022,4,Francia,Tren,6728
2022,4,Irlanda,Aeropuerto,168308
2022,4,Irlanda,Carretera,2089
