Anio,Mes,Pais,Medio_Acceso,Total_Turistas
2021,8,Noruega,Aeropuerto,23758
2021,10,Noruega,Aeropuerto,23758
2021,7,Noruega,Aeropuerto,23758
2021,6,Noruega,Aeropuerto,23758
2021,3,Noruega,Aeropuerto,23758
2021,9,Noruega,Aeropuerto,23758
2021,5,Austria,Aeropuerto,23725
2019,6,EE.UU.,Puerto,23690
2022,12,Alemania,Carretera,23640
2022,11,Brasil,Aeropuerto,23585
2022,6,Brasil,Aeropuerto,23585
2022,10,Rusia,Aeropuerto,23568
2023,3,China,Aeropuerto,23410
2020,8,Bélgica,Carretera,23364
2022,5,Canadá,Aeropuerto,23180
2020,7,Dinamarca,Aeropuerto,22898
2022,11,Corea del Sur,Aeropuerto,22892
2020,1,Bélgica,Carretera,22787
2021,3,Países Bajos,Carretera,22699
2021,6,Países Bajos,Carretera,22699
2021,11,Países Bajos,Carretera,22699
2021,10,Países Bajos,Carretera,22699
2021,4,Países Bajos,Carretera,22699
2021,1,Países Bajos,Carretera,22699
2021,9,Países Bajos,Carretera,22699
2021,8,Países Bajos,Carretera,22699
2021,2,Países Bajos,Carretera,22699
2021,5,Países Bajos,Carretera,22699
2021,7,Países Bajos,Carretera,22699
2021,12,Países Bajos,Carretera,22699
2023,2,Bélgica,Carretera,22561
2023,6,Suiza,Carretera,22525
2021,11,Bélgica,Carretera,22445
2023,3,Corea del Sur,Aeropuerto,22440
2023,12,EE.UU.,Puerto,22405
2023,4,Rusia,Aeropuerto,22383
2023,11,Rusia,Aeropuerto,22383
2023,2,China,Aeropuerto,22330
2022,12,Austria,Aeropuerto,22280
2019,4,Bélgica,Carretera,22165
2023,3,EE.UU.,Puerto,22026
2020,3,Rusia,Aeropuerto,21990
2020,5,Alemania,Aeropuerto,21977
2022,11,Canadá,Aeropuerto,21892
2019,10,Brasil,Aeropuerto,21823
2021,4,Suecia,Aeropuerto,21636
2020,6,Noruega,Aeropuerto,21552
2020,10,Noruega,Aeropuerto,21552
2020,3,Noruega,Aeropuerto,21552
2020,5,Noruega,Aeropuerto,21552
2020,1,Noruega,Aeropuerto,21552
2020,11,Noruega,Aeropuerto,21552
2020,12,Noruega,Aeropuerto,21552
2020,7,Noruega,Aeropuerto,21552
2020,2,Noruega,Aeropuerto,21552
2020,9,Noruega,Aeropuerto,21552
2020,8,Noruega,Aeropuerto,21552
2020,4,Noruega,Aeropuerto,21552
2019,8,Suiza,Carretera,21516
2022,3,Alemania,Carretera,21491
2019,12,Canadá,Aeropuerto,21440
2019,9,EE.UU.,Puerto,21226
2022,3,Bélgica,Carretera,21075
2022,1,Argentina,Aeropuerto,20998
2022,11,Rusia,Aeropuerto,20950
2023,11,Brasil,Aeropuerto,20940
2022,2,República Checa,Aeropuerto,20933
2022,9,Suiza,Carretera,20850
2022,8,Suiza,Carretera,20850
2022,5,Suiza,Carretera,20850
2023,2,Rusia,Aeropuerto,20784
2021,10,República Checa,Aeropuerto,20714
2023,2,Corea del Sur,Aeropuerto,20714
2022,10,Corea del Sur,Aeropuerto,20567
2021,11,Portugal,Aeropuerto,20483
2021,1,Portugal,Aeropuerto,20483
2021,10,Portugal,Aeropuerto,20483
2021,8,Portugal,Aeropuerto,20483
2021,9,Portugal,Aeropuerto,20483
2021,3,Portugal,Aeropuerto,20483
2021,12,Portugal,Aeropuerto,20483
2021,6,Portugal,Aeropuerto,20483
2021,4,Portugal,Aeropuerto,20483
2021,7,Portugal,Aeropuerto,20483
2021,2,Portugal,Aeropuerto,20483
2021,5,Portugal,Aeropuerto,20483
2021,12,Alemania,Carretera,20419
2023,1,Bélgica,Carretera,20227
2020,8,Austria,Aeropuerto,20104
2021,2,México,Aeropuerto,20096
2021,6,México,Aeropuerto,20096
2021,7,México,Aeropuerto,20096
2021,9,México,Aeropuerto,20096
2021,3,México,Aeropuerto,20096
2021,1,México,Aeropuerto,20096
2021,8,México,Aeropuerto,20096
2021,5,México,Aeropuerto,20096
2021,11,México,Aeropuerto,20096
2021,12,México,Aeropuerto,20096
2021,10,México,Aeropuerto,20096
2019,3,Bélgica,Carretera,20096
2021,4,México,Aeropuerto,20096
2020,11,Suecia,Aeropuerto,20087
2019,2,República Checa,Aeropuerto,20067
2022,7,Corea del Sur,Aeropuerto,20030
2023,2,Luxemburgo,Aeropuerto,19987
2023,9,Luxemburgo,Aeropuerto,19987
2023,8,Luxemburgo,Aeropuerto,19987
2023,12,Luxemburgo,Aeropuerto,19987
2023,4,Luxemburgo,Aeropuerto,19987
2023,7,Luxemburgo,Aeropuerto,19987
2023,11,Luxemburgo,Aeropuerto,19987
2023,5,Luxemburgo,Aeropuerto,19987
2023,1,Luxemburgo,Aeropuerto,19987
2023,3,Luxemburgo,Aeropuerto,19987
2023,6,Luxemburgo,Aeropuerto,19987
2023,10,Luxemburgo,Aeropuerto,19987
2021,9,Rusia,Aeropuerto,19934
2020,1,República Checa,Aeropuerto,19482
2020,3,Alemania,Carretera,19335
2019,5,EE.UU.,Puerto,19331
2023,11,República Checa,Aeropuerto,19314
2021,8,Canadá,Aeropuerto,19304
2020,3,Austria,Aeropuerto,19300
2021,7,Rusia,Aeropuerto,19290
2023,12,Rusia,Aeropuerto,19186
2023,3,Rusia,Aeropuerto,19186
2021,9,Suiza,Carretera,19179
2020,9,China,Aeropuerto,18985
2022,11,República Checa,Aeropuerto,18940
2022,1,República Checa,Aeropuerto,18940
2022,6,Suiza,Carretera,18864
2022,11,Bélgica,Carretera,18805
2019,1,República Checa,Aeropuerto,18730
2019,1,Canadá,Aeropuerto,18712
2022,12,Canadá,Aeropuerto,18673
2021,8,Rusia,Aeropuerto,18647
2020,2,República Checa,Aeropuerto,18602
2019,9,Suiza,Carretera,18590
2023,1,Canadá,Aeropuerto,18530
2020,3,Argentina,Aeropuerto,18431
2022,5,Rusia,Aeropuerto,18331
2019,11,Bélgica,Carretera,18323
2022,9,Corea del Sur,Aeropuerto,18243
2021,4,República Checa,Aeropuerto,18189
2021,6,Bélgica,Carretera,18169
2023,8,Corea del Sur,Aeropuerto,18124
2022,8,EE.UU.,Puerto,18098
2019,10,Suiza,Carretera,18073
2021,1,Suecia,Aeropuerto,18030
2021,3,Suecia,Aeropuerto,18030
2021,10,Rusia,Aeropuerto,18005
2022,1,Austria,Aeropuerto,17824
2019,3,Italia,Carretera,17753
2019,4,Italia,Carretera,17753
2019,6,Italia,Carretera,17753
2019,12,Italia,Carretera,17753
2019,1,Italia,Carretera,17753
2019,5,Italia,Carretera,17753
2019,7,Italia,Carretera,17753
2019,11,Italia,Carretera,17753
2019,8,Italia,Carretera,17753
2019,2,Italia,Carretera,17753
2019,9,Italia,Carretera,17753
2019,10,Italia,Carretera,17753
2022,2,Argentina,Aeropuerto,17731
2023,4,Suiza,Carretera,17519
2021,5,Alemania,Carretera,17502
2019,10,EE.UU.,Puerto,17436
2020,1,Canadá,Aeropuerto,17423
2023,4,China,Aeropuerto,17288
2023,10,Reino Unido,Carretera,17255
2023,9,Reino Unido,Carretera,17255
2023,11,Reino Unido,Carretera,17255
2023,3,Reino Unido,Carretera,17255
2023,5,Reino Unido,Carretera,17255
2023,8,Reino Unido,Carretera,17255
2023,1,Reino Unido,Carretera,17255
2023,12,Reino Unido,Carretera,17255
2023,2,Reino Unido,Carretera,17255
2023,4,Reino Unido,Carretera,17255
2023,7,Reino Unido,Carretera,17255
2023,6,Reino Unido,Carretera,17255
2021,5,EE.UU.,Aeropuerto,17253
2022,2,Alemania,Carretera,17193
2020,2,China,Aeropuerto,17133
2021,5,Dinamarca,Aeropuerto,17036
2022,12,Rusia,Aeropuerto,17021
2022,1,Rusia,Aeropuerto,17021
2023,2,Canadá,Aeropuerto,16942
2019,6,Suiza,Carretera,16868
2022,12,Bélgica,Carretera,16860
2022,2,Bélgica,Carretera,16860
2022,4,Canadá,Aeropuerto,16741
2019,6,Francia,Puerto,16714
2019,5,Francia,Puerto,16714
2019,3,Francia,Puerto,16714
2019,1,Francia,Puerto,16714
2019,12,Francia,Puerto,16714
2019,10,Francia,Puerto,16714
2019,11,Francia,Puerto,16714
2019,4,Francia,Puerto,16714
2019,7,Francia,Puerto,16714
2019,9,Francia,Puerto,16714
2019,8,Francia,Puerto,16714
2019,2,Francia,Puerto,16714
2020,9,Dinamarca,Aeropuerto,16703
2020,8,Suiza,Carretera,16598
2020,1,Suiza,Carretera,16598
2020,8,República Checa,Aeropuerto,16591
2020,9,Austria,Aeropuerto,16405
2019,5,Suiza,Carretera,16352
2020,2,Suiza,Carretera,16183
2020,1,Brasil,Carretera,16160
2019,8,EE.UU.,Puerto,16109
2022,4,EE.UU.,Puerto,15968
2022,7,Luxemburgo,Aeropuerto,15954
2022,4,Luxemburgo,Aeropuerto,15954
2022,1,Luxemburgo,Aeropuerto,15954
2022,8,Luxemburgo,Aeropuerto,15954
2022,6,Luxemburgo,Aeropuerto,15954
2022,3,Luxemburgo,Aeropuerto,15954
2022,5,Luxemburgo,Aeropuerto,15954
2022,11,Luxemburgo,Aeropuerto,15954
2022,2,Luxemburgo,Aeropuerto,15954
2022,10,Luxemburgo,Aeropuerto,15954
2022,12,Luxemburgo,Aeropuerto,15954
2022,9,Luxemburgo,Aeropuerto,15954
2023,8,Reino Unido,Puerto,15817
2023,7,Reino Unido,Puerto,15817
2023,3,Reino Unido,Puerto,15817
2023,4,Reino Unido,Puerto,15817
2023,11,Reino Unido,Puerto,15817
2023,12,Reino Unido,Puerto,15817
2023,9,Reino Unido,Puerto,15817
2023,5,Reino Unido,Puerto,15817
2023,6,Reino Unido,Puerto,15817
2023,2,Reino Unido,Puerto,15817
2023,10,Reino Unido,Puerto,15817
2023,1,Reino Unido,Puerto,15817
2022,3,Rusia,Aeropuerto,15713
2020,7,República Checa,Aeropuerto,15711
2019,12,Bélgica,Carretera,15663
2021,1,Suiza,Aeropuerto,15661
2021,3,Suiza,Aeropuerto,15661
2020,12,Suecia,Aeropuerto,15622
2019,11,República Checa,Aeropuerto,15607
2020,9,Suiza,Aeropuerto,15605
2022,1,Bélgica,Carretera,15563
2021,10,Canadá,Aeropuerto,15513
2022,3,Canadá,Aeropuerto,15454
2020,8,EE.UU.,Aeropuerto,15442
2019,2,Bélgica,Carretera,15367
2021,6,Luxemburgo,Aeropuerto,15351
2021,2,Luxemburgo,Aeropuerto,15351
2021,3,Luxemburgo,Aeropuerto,15351
2021,4,Luxemburgo,Aeropuerto,15351
2021,12,Luxemburgo,Aeropuerto,15351
2021,8,Luxemburgo,Aeropuerto,15351
2021,10,Luxemburgo,Aeropuerto,15351
2021,5,Luxemburgo,Aeropuerto,15351
2021,9,Luxemburgo,Aeropuerto,15351
2021,7,Luxemburgo,Aeropuerto,15351
2021,11,Luxemburgo,Aeropuerto,15351
2021,1,Luxemburgo,Aeropuerto,15351
2022,11,EE.UU.,Puerto,15330
2020,2,Canadá,Aeropuerto,15257
2021,4,EE.UU.,Aeropuerto,15183
2021,9,Canadá,Aeropuerto,15167
2022,1,Reino Unido,Puerto,15116
2022,9,Reino Unido,Puerto,15116
2022,2,Reino Unido,Puerto,15116
2022,8,Reino Unido,Puerto,15116
2022,7,Reino Unido,Puerto,15116
2022,6,Reino Unido,Puerto,15116
2022,10,Reino Unido,Puerto,15116
2022,12,Reino Unido,Puerto,15116
2022,11,Reino Unido,Puerto,15116
2022,3,Reino Unido,Puerto,15116
2022,5,Reino Unido,Puerto,15116
2022,4,Reino Unido,Puerto,15116
2022,3,Brasil,Aeropuerto,14956
2021,1,Bélgica,Aeropuerto,14951
2021,3,Bélgica,Aeropuerto,14951
2020,11,Bélgica,Aeropuerto,14942
2019,4,EE.UU.,Puerto,14782
2019,1,Bélgica,Carretera,14776
2022,12,Italia,Carretera,14702
2022,7,Italia,Carretera,14702
2022,3,Italia,Carretera,14702
2022,2,Italia,Carretera,14702
2022,10,Italia,Carretera,14702
2022,5,Italia,Carretera,14702
2022,6,Italia,Carretera,14702
2022,4,Italia,Carretera,14702
2022,8,Italia,Carretera,14702
2022,11,Italia,Carretera,14702
2022,9,Italia,Carretera,14702
2022,1,Italia,Carretera,14702
2019,7,Suiza,Carretera,14631
2021,6,Brasil,Aeropuerto,14516
2019,7,EE.UU.,Carretera,14470
2020,3,Finlandia,Aeropuerto,14442
2020,1,Finlandia,Aeropuerto,14442
2020,6,Finlandia,Aeropuerto,14442
2020,10,Finlandia,Aeropuerto,14442
2020,4,Finlandia,Aeropuerto,14442
2020,5,Finlandia,Aeropuerto,14442
2020,8,Finlandia,Aeropuerto,14442
2020,2,Finlandia,Aeropuerto,14442
2020,7,Finlandia,Aeropuerto,14442
2020,12,Finlandia,Aeropuerto,14442
2020,9,Finlandia,Aeropuerto,14442
2020,11,Finlandia,Aeropuerto,14442
2023,1,EE.UU.,Puerto,14431
2021,2,Suecia,Aeropuerto,14424
2019,8,Brasil,Carretera,14404
2022,4,Rusia,Aeropuerto,14403
2021,7,Canadá,Aeropuerto,14363
2019,3,Luxemburgo,Aeropuerto,14231
2019,12,Luxemburgo,Aeropuerto,14231
2019,11,Luxemburgo,Aeropuerto,14231
2019,6,Luxemburgo,Aeropuerto,14231
2019,1,Luxemburgo,Aeropuerto,14231
2019,4,Luxemburgo,Aeropuerto,14231
2019,8,Luxemburgo,Aeropuerto,14231
2019,5,Luxemburgo,Aeropuerto,14231
2019,9,Luxemburgo,Aeropuerto,14231
2019,7,Luxemburgo,Aeropuerto,14231
2019,10,Luxemburgo,Aeropuerto,14231
2019,2,Luxemburgo,Aeropuerto,14231
2019,6,EE.UU.,Carretera,14131
2019,4,Suiza,Carretera,14114
2020,12,Suiza,Aeropuerto,14044
2023,6,Austria,Carretera,14033
2020,9,EE.UU.,Aeropuerto,13971
2023,11,Suiza,Carretera,13765
2020,3,Bélgica,Carretera,13701
2020,7,Austria,Aeropuerto,13670
2023,8,Austria,Carretera,13663
2019,11,EE.UU.,Puerto,13645
2020,2,Brasil,Carretera,13645
2019,3,EE.UU.,Puerto,13645
2022,2,Canadá,Aeropuerto,13522
2021,11,Rusia,Aeropuerto,13503
2021,6,Brasil,Carretera,13426
2022,6,Corea del Sur,Aeropuerto,13414
2021,5,Finlandia,Aeropuerto,13395
2021,8,Finlandia,Aeropuerto,13395
2021,7,Finlandia,Aeropuerto,13395
2021,3,Finlandia,Aeropuerto,13395
2021,10,Finlandia,Aeropuerto,13395
2021,1,Finlandia,Aeropuerto,13395
2021,12,Finlandia,Aeropuerto,13395
2021,4,Finlandia,Aeropuerto,13395
2021,2,Finlandia,Aeropuerto,13395
2021,6,Finlandia,Aeropuerto,13395
2021,11,Finlandia,Aeropuerto,13395
2021,9,Finlandia,Aeropuerto,13395
2020,9,Canadá,Aeropuerto,13373
2023,2,EE.UU.,Puerto,13291
2019,6,Brasil,Carretera,13251
2023,6,Canadá,Puerto,13214
2021,11,República Checa,Aeropuerto,13137
2020,1,China,Carretera,13078
2019,3,Francia,Tren,13000
2019,7,Francia,Tren,13000
2019,6,Francia,Tren,13000
2019,12,Francia,Tren,13000
2019,5,Francia,Tren,13000
2019,9,Francia,Tren,13000
2019,1,Francia,Tren,13000
2019,8,Francia,Tren,13000
2019,11,Francia,Tren,13000
2019,2,Francia,Tren,13000
2019,4,Francia,Tren,13000
2019,10,Francia,Tren,13000
2022,1,Brasil,Aeropuerto,12943
2021,12,Austria,Aeropuerto,12941
2019,12,República Checa,Aeropuerto,12932
2022,1,Alemania,Carretera,12895
2021,11,Canadá,Aeropuerto,12869
2020,7,EE.UU.,Aeropuerto,12868
2023,7,Brasil,Carretera,12815
2021,11,Suiza,Carretera,12786
2019,9,EE.UU.,Carretera,12661
2020,6,Bélgica,Aeropuerto,12552
2020,12,Bélgica,Aeropuerto,12552
2023,6,Italia,Carretera,12524
2023,9,Italia,Carretera,12524
2023,4,Italia,Carretera,12524
2023,1,Italia,Carretera,12524
2023,8,Italia,Carretera,12524
2023,3,Italia,Carretera,12524
2023,5,Italia,Carretera,12524
2023,11,Italia,Carretera,12524
2023,2,Italia,Carretera,12524
2023,7,Italia,Carretera,12524
2023,10,Italia,Carretera,12524
2023,12,Italia,Carretera,12524
2023,1,Suiza,Carretera,12514
2023,2,Suiza,Carretera,12514
2023,3,Suiza,Carretera,12514
2023,12,Suiza,Carretera,12514
2023,5,Austria,Carretera,12463
2022,12,República Checa,Aeropuerto,12460
2021,2,Bélgica,Aeropuerto,12459
2021,3,EE.UU.,Aeropuerto,12422
2019,11,Suiza,Carretera,12393
2020,11,Reino Unido,Carretera,12333
2020,5,Reino Unido,Carretera,12333
2020,1,Reino Unido,Carretera,12333
2020,3,Reino Unido,Carretera,12333
2020,2,Reino Unido,Carretera,12333
2020,8,Reino Unido,Carretera,12333
2020,9,Reino Unido,Carretera,12333
2020,7,Reino Unido,Carretera,12333
2020,10,Reino Unido,Carretera,12333
2020,12,Reino Unido,Carretera,12333
2020,4,Reino Unido,Carretera,12333
2020,6,Reino Unido,Carretera,12333
2023,12,Brasil,Aeropuerto,12215
2022,5,Corea del Sur,Aeropuerto,12162
2021,3,República Checa,Aeropuerto,12126
2019,2,Reino Unido,Puerto,12004
2019,12,Reino Unido,Puerto,12004
2019,6,Reino Unido,Puerto,12004
2019,8,Reino Unido,Puerto,12004
2019,10,Reino Unido,Puerto,12004
2019,1,Reino Unido,Puerto,12004
2019,11,Reino Unido,Puerto,12004
2019,5,Reino Unido,Puerto,12004
2019,7,Reino Unido,Puerto,12004
2019,3,Reino Unido,Puerto,12004
2019,4,Reino Unido,Puerto,12004
2019,9,Reino Unido,Puerto,12004
2021,6,Suiza,Carretera,11987
2022,2,Rusia,Aeropuerto,11784
2023,10,Francia,Puerto,11764
2023,8,Francia,Puerto,11764
2023,6,Francia,Puerto,11764
2023,4,Francia,Puerto,11764
2023,9,Francia,Puerto,11764
2023,12,Francia,Puerto,11764
2023,7,Francia,Puerto,11764
2023,5,Francia,Puerto,11764
2023,1,Francia,Puerto,11764
2023,3,Francia,Puerto,11764
2023,2,Francia,Puerto,11764
2023,11,Francia,Puerto,11764
2021,2,Suiza,Aeropuerto,11746
2019,3,Suiza,Carretera,11705
2020,7,China,Aeropuerto,11576
2023,9,Austria,Carretera,11540
2019,5,EE.UU.,Carretera,11531
2022,8,Reino Unido,Carretera,11337
2022,5,Reino Unido,Carretera,11337
2022,7,Reino Unido,Carretera,11337
2022,2,Reino Unido,Carretera,11337
2022,9,Reino Unido,Carretera,11337
2022,1,Reino Unido,Carretera,11337
2022,4,Reino Unido,Carretera,11337
2022,10,Reino Unido,Carretera,11337
2022,11,Reino Unido,Carretera,11337
2022,3,Reino Unido,Carretera,11337
2022,6,Reino Unido,Carretera,11337
2022,12,Reino Unido,Carretera,11337
2020,10,Dinamarca,Aeropuerto,11314
2019,7,Brasil,Carretera,11293
2021,12,Suiza,Carretera,11188
2021,12,Brasil,Aeropuerto,11188
2021,12,Bélgica,Carretera,11115
2021,5,Bélgica,Carretera,11115
2023,4,Austria,Carretera,11078
2022,3,EE.UU.,Puerto,11071
2021,6,Rusia,Aeropuerto,10932
2022,2,Brasil,Aeropuerto,10930
2020,10,Suiza,Aeropuerto,10924
2022,4,Suiza,Carretera,10921
2023,12,República Checa,Aeropuerto,10865
2023,1,Corea del Sur,Aeropuerto,10789
2020,9,República Checa,Aeropuerto,10684
2020,1,Países Bajos,Carretera,10633
2020,2,Países Bajos,Carretera,10633
2020,8,Países Bajos,Carretera,10633
2020,10,Países Bajos,Carretera,10633
2020,9,Países Bajos,Carretera,10633
2020,5,Países Bajos,Carretera,10633
2020,7,Países Bajos,Carretera,10633
2020,6,Países Bajos,Carretera,10633
2020,11,Países Bajos,Carretera,10633
2020,12,Países Bajos,Carretera,10633
2020,4,Países Bajos,Carretera,10633
2020,3,Países Bajos,Carretera,10633
2023,7,Austria,Carretera,10617
2023,7,EE.UU.,Carretera,10587
2020,10,Austria,Aeropuerto,10454
2019,10,EE.UU.,Carretera,10400
2022,8,Corea del Sur,Aeropuerto,10373
2021,12,República Checa,Aeropuerto,10358
2021,2,EE.UU.,Aeropuerto,10352
2021,12,Brasil,Carretera,10347
2020,3,República Checa,Aeropuerto,10307
2020,6,República Checa,Aeropuerto,10307
2020,3,México,Aeropuerto,10303
2020,11,México,Aeropuerto,10303
2020,1,México,Aeropuerto,10303
2020,4,México,Aeropuerto,10303
2020,7,México,Aeropuerto,10303
2020,8,México,Aeropuerto,10303
2020,10,México,Aeropuerto,10303
2020,5,México,Aeropuerto,10303
2020,12,México,Aeropuerto,10303
2020,6,México,Aeropuerto,10303
2020,9,México,Aeropuerto,10303
2020,2,México,Aeropuerto,10303
2022,1,Canadá,Aeropuerto,10302
2020,12,EE.UU.,Aeropuerto,10295
2020,10,EE.UU.,Aeropuerto,10295
2021,12,Rusia,Aeropuerto,10288
2021,4,Alemania,Carretera,10209
2019,11,Italia,Puerto,10199
2019,2,Italia,Puerto,10199
2019,9,Italia,Puerto,10199
2019,8,Italia,Puerto,10199
2019,4,Italia,Puerto,10199
2019,10,Italia,Puerto,10199
2019,1,Italia,Puerto,10199
2019,12,Italia,Puerto,10199
2019,7,Italia,Puerto,10199
2019,6,Italia,Puerto,10199
2019,3,Italia,Puerto,10199
2019,5,Italia,Puerto,10199
2019,3,Brasil,Carretera,10140
2022,3,Suiza,Carretera,9928
2020,3,Canadá,Aeropuerto,9889
2020,1,Argentina,Carretera,9885
2019,11,Brasil,Carretera,9795
2019,1,Brasil,Carretera,9795
2023,9,Canadá,Puerto,9736
2023,11,Italia,Puerto,9696
2023,3,Italia,Puerto,9696
2023,10,Italia,Puerto,9696
2023,9,Italia,Puerto,9696
2023,6,Italia,Puerto,9696
2023,5,Italia,Puerto,9696
2023,12,Italia,Puerto,9696
2023,4,Italia,Puerto,9696
2023,2,Italia,Puerto,9696
2023,7,Italia,Puerto,9696
2023,1,Italia,Puerto,9696
2023,8,Italia,Puerto,9696
2019,8,EE.UU.,Carretera,9609
2020,6,Canadá,Aeropuerto,9606
2023,6,EE.UU.,Carretera,9590
2019,6,Corea del Sur,Carretera,9587
2023,10,Canadá,Puerto,9563
2021,12,Corea del Sur,Aeropuerto,9549
2019,2,Suiza,Carretera,9467
2019,12,Suiza,Carretera,9467
2019,5,Brasil,Carretera,9449
2020,1,EE.UU.,Carretera,9428
2020,2,Argentina,Carretera,9391
2023,8,Canadá,Puerto,9389
2020,11,Suiza,Aeropuerto,9363
2023,8,Alemania,Puerto,9231
2019,12,Corea del Sur,Carretera,9211
2022,4,Brasil,Aeropuerto,9205
2020,11,EE.UU.,Aeropuerto,9191
2020,3,Corea del Sur,Aeropuerto,9188
2021,4,Dinamarca,Aeropuerto,9127
2023,5,Brasil,Carretera,9105
2020,8,Brasil,Aeropuerto,9061
2023,10,Austria,Carretera,9047
2021,12,Canadá,Aeropuerto,8963
2022,6,Austria,Carretera,8955
2019,1,Suiza,Carretera,8951
2022,12,Suiza,Carretera,8936
2022,11,Suiza,Carretera,8936
2019,5,Corea del Sur,Carretera,8929
2021,9,EE.UU.,Puerto,8920
2019,12,EE.UU.,Puerto,8907
2021,11,Brasil,Aeropuerto,8851
2023,7,Alemania,Puerto,8847
2021,2,República Checa,Aeropuerto,8841
2023,11,Francia,Tren,8823
2023,12,Francia,Tren,8823
2023,9,Francia,Tren,8823
2023,4,Francia,Tren,8823
2023,8,Francia,Tren,8823
2023,3,Francia,Tren,8823
2023,2,Francia,Tren,8823
2023,7,Francia,Tren,8823
2023,5,Francia,Tren,8823
2023,1,Francia,Tren,8823
2023,6,Francia,Tren,8823
2023,10,Francia,Tren,8823
2019,4,EE.UU.,Carretera,8818
2021,3,Alemania,Carretera,8751
2022,12,EE.UU.,Puerto,8729
2022,6,Japón,Aeropuerto,8655
2022,5,Japón,Aeropuerto,8655
2022,11,Japón,Aeropuerto,8655
2022,2,Japón,Aeropuerto,8655
2022,8,Japón,Aeropuerto,8655
2022,3,Japón,Aeropuerto,8655
2022,9,Japón,Aeropuerto,8655
2022,1,Japón,Aeropuerto,8655
2022,4,Japón,Aeropuerto,8655
2022,12,Japón,Aeropuerto,8655
2022,10,Japón,Aeropuerto,8655
2022,7,Japón,Aeropuerto,8655
2021,4,Austria,Aeropuerto,8628
2023,10,EE.UU.,Carretera,8592
2021,10,EE.UU.,Puerto,8557
2019,2,EE.UU.,Puerto,8528
2022,6,EE.UU.,Carretera,8505
2023,9,Alemania,Puerto,8462
2023,6,Alemania,Puerto,8462
2021,11,Argentina,Aeropuerto,8453
2020,10,Portugal,Aeropuerto,8446
2020,4,Portugal,Aeropuerto,8446
2020,5,Portugal,Aeropuerto,8446
2020,2,Portugal,Aeropuerto,8446
2020,6,Portugal,Aeropuerto,8446
2020,11,Portugal,Aeropuerto,8446
2020,3,Portugal,Aeropuerto,8446
2020,9,Portugal,Aeropuerto,8446
2020,8,Portugal,Aeropuerto,8446
2020,1,Portugal,Aeropuerto,8446
2020,12,Portugal,Aeropuerto,8446
2020,7,Portugal,Aeropuerto,8446
2020,10,Japón,Aeropuerto,8371
2020,11,Japón,Aeropuerto,8371
2020,8,Japón,Aeropuerto,8371
2020,12,Japón,Aeropuerto,8371
2020,9,Japón,Aeropuerto,8371
2020,9,Brasil,Aeropuerto,8371
2020,3,Japón,Aeropuerto,8371
2020,7,Japón,Aeropuerto,8371
2020,5,Japón,Aeropuerto,8371
2020,1,Japón,Aeropuerto,8371
2020,6,Japón,Aeropuerto,8371
2020,4,Japón,Aeropuerto,8371
2020,3,Brasil,Aeropuerto,8371
2020,2,Japón,Aeropuerto,8371
2020,9,Bélgica,Carretera,8365
2020,3,Suiza,Carretera,8299
2019,9,Brasil,Carretera,8296
2020,9,Alemania,Carretera,8286
2021,1,EE.UU.,Aeropuerto,8282
2019,4,Corea del Sur,Carretera,8271
2023,6,Brasil,Carretera,8262
2022,7,EE.UU.,Carretera,8248
2021,11,Brasil,Carretera,8186
2019,12,Brasil,Carretera,8181
2019,3,EE.UU.,Carretera,8139
2019,11,EE.UU.,Carretera,8139
2021,12,Argentina,Aeropuerto,8119
2021,1,República Checa,Aeropuerto,8084
2022,5,EE.UU.,Carretera,8054
2022,4,Corea del Sur,Aeropuerto,8048
2021,7,EE.UU.,Puerto,8038
2020,10,Canadá,Aeropuerto,8005
2023,11,Canadá,Puerto,7998
2021,5,Suiza,Carretera,7991
2019,1,Corea del Sur,Carretera,7989
2019,11,Corea del Sur,Carretera,7989
2019,1,EE.UU.,Puerto,7960
2022,2,Suiza,Carretera,7943
2022,7,China,Aeropuerto,7937
2020,10,Bélgica,Carretera,7932
2021,8,China,Aeropuerto,7909
2021,2,Reino Unido,Carretera,7885
2021,6,Reino Unido,Carretera,7885
2021,10,Reino Unido,Carretera,7885
2021,11,Reino Unido,Carretera,7885
2021,1,Reino Unido,Carretera,7885
2021,12,Reino Unido,Carretera,7885
2021,9,Reino Unido,Carretera,7885
2021,8,Reino Unido,Carretera,7885
2021,7,Reino Unido,Carretera,7885
2021,5,Reino Unido,Carretera,7885
2021,4,Reino Unido,Carretera,7885
2021,3,Reino Unido,Carretera,7885
2022,8,Austria,Carretera,7869
2022,9,EE.UU.,Carretera,7861
2023,8,EE.UU.,Carretera,7825
2021,9,EE.UU.,Carretera,7822
2021,9,Italia,Carretera,7804
2021,6,Italia,Carretera,7804
2021,2,Italia,Carretera,7804
2021,4,Italia,Carretera,7804
2021,12,Italia,Carretera,7804
2021,1,Italia,Carretera,7804
2021,5,Italia,Carretera,7804
2021,8,Italia,Carretera,7804
2021,10,Italia,Carretera,7804
2021,7,Italia,Carretera,7804
2021,11,Italia,Carretera,7804
2021,3,Italia,Carretera,7804
2020,10,República Checa,Aeropuerto,7793
2021,3,Austria,Aeropuerto,7765
2019,3,Corea del Sur,Carretera,7707
2023,10,Alemania,Puerto,7693
2019,6,China,Carretera,7690
