Anio,Mes,Pais,Num_Turistas,Estacionalidad,Organizacion_Viaje,Temperatura_Media,Precipitacion_Media,Destino_Principal,Medio_Acceso,Satisfaccion,Temperatura,Precipitacion,Fecha,Trimestre,Temporada
2022,8,Austria,138,Alta,Individual,19,92.5,Canarias,Tren,8.58,19,92.5,8/1/2022,3,Alta
2022,9,Austria,117637,Alta,Individual,17.6,75.8,Baleares,Aeropuerto,8.71,17.6,75.8,9/1/2022,3,Media-Alta
2022,9,Austria,7164,Alta,Individual,15.6,76.2,Baleares,Carretera,8.57,15.6,76.2,9/1/2022,3,Media-Alta
2022,9,Austria,754,Alta,Individual,14.1,73.9,Baleares,Puerto,8.51,14.1,73.9,9/1/2022,3,Media-Alta
2022,9,Austria,126,Alta,Paquete,14.4,73.2,Baleares,Tren,8.55,14.4,73.2,9/1/2022,3,Media-Alta
2022,10,Austria,75751,Media,Paquete,11.6,67.3,Baleares,Aeropuerto,8.41,11.6,67.3,10/1/2022,4,Media
2022,10,Austria,4613,Media,Individual,12.5,69.9,Canarias,Carretera,8.36,12.5,69.9,10/1/2022,4,Media
2022,10,Austria,486,Media,Individual,12.6,65.6,Baleares,Puerto,8.19,12.6,65.6,10/1/2022,4,Media
2022,10,Austria,81,Media,Individual,11.9,61.3,Andalucía,Tren,8.34,11.9,61.3,10/1/2022,4,Media
2022,11,Austria,37431,Baja,Paquete,4.9,74.3,Baleares,Aeropuerto,8.31,4.9,74.3,11/1/2022,4,Baja
2022,11,Austria,2279,Baja,Individual,6.4,77.9,Baleares,Carretera,8.13,6.4,77.9,11/1/2022,4,Baja
2022,11,Austria,240,Baja,Individual,5.8,71.6,Baleares,Puerto,7.82,5.8,71.6,11/1/2022,4,Baja
2022,11,Austria,40,Baja,Paquete,4.9,74.8,Baleares,Tren,8.11,4.9,74.8,11/1/2022,4,Baja
2022,12,Austria,22280,Baja,Paquete,1.8,80.7,Canarias,Aeropuerto,8.03,1.8,80.7,12/1/2022,4,Baja
2022,12,Austria,1357,Baja,Individual,2.2,83.9,Comunidad Valenciana,Carretera,7.97,2.2,83.9,12/1/2022,4,Baja
2022,12,Austria,143,Baja,Individual,1.2,75.3,Andalucía,Puerto,8.09,1.2,75.3,12/1/2022,4,Baja
2022,12,Austria,24,Baja,Paquete,2.5,77.4,Baleares,Tren,8.26,2.5,77.4,12/1/2022,4,Baja
2023,1,Austria,40172,Baja,Individual,1.2,70.8,Canarias,Aeropuerto,8.19,1.2,70.8,1/1/2023,1,Baja
2023,1,Austria,3231,Baja,Individual,1.3,78.2,Baleares,Carretera,8.15,1.3,78.2,1/1/2023,1,Baja
2023,1,Austria,175,Baja,Paquete,0.8,75.9,Canarias,Puerto,8.41,0.8,75.9,1/1/2023,1,Baja
2023,1,Austria,44,Baja,Paquete,0.8,74.3,Cataluña,Tren,8.21,0.8,74.3,1/1/2023,1,Baja
2023,2,Austria,48206,Baja,Individual,2.6,65.4,Cataluña,Aeropuerto,7.9,2.6,65.4,2/1/2023,1,Baja
2023,2,Austria,3877,Baja,Paquete,3,65.7,Baleares,Carretera,8.17,3,65.7,2/1/2023,1,Baja
2023,2,Austria,210,Baja,Paquete,2.5,74.3,Canarias,Puerto,8.28,2.5,74.3,2/1/2023,1,Baja
2023,2,Austria,52,Baja,Individual,1.3,67.1,Comunidad Valenciana,Tren,8.1,1.3,67.1,2/1/2023,1,Baja
2023,3,Austria,63127,Baja,Individual,6.8,60.3,Cataluña,Aeropuerto,7.81,6.8,60.3,3/1/2023,1,Baja
2023,3,Austria,5078,Baja,Individual,7.8,68.8,Canarias,Carretera,8.01,7.8,68.8,3/1/2023,1,Baja
2023,3,Austria,274,Baja,Individual,7.1,67.2,Baleares,Puerto,8.29,7.1,67.2,3/1/2023,1,Baja
2023,3,Austria,69,Baja,Paquete,6.9,64.7,Baleares,Tren,8.15,6.9,64.7,3/1/2023,1,Baja
2023,4,Austria,137731,Alta,Individual,10.7,63.2,Baleares,Aeropuerto,8.4,10.7,63.2,4/1/2023,2,Media
2023,4,Austria,11078,Alta,Individual,9.8,59,Comunidad Valenciana,Carretera,8.29,9.8,59,4/1/2023,2,Media
2023,4,Austria,599,Alta,Individual,8.2,60.6,Cataluña,Puerto,8.29,8.2,60.6,4/1/2023,2,Media
2023,4,Austria,150,Alta,Individual,10.5,61.2,Baleares,Tren,8.39,10.5,61.2,4/1/2023,2,Media
2023,5,Austria,154948,Alta,Paquete,14.5,66.8,Andalucía,Aeropuerto,8.6,14.5,66.8,5/1/2023,2,Media
2023,5,Austria,12463,Alta,Individual,12.8,72.1,Baleares,Carretera,8.16,12.8,72.1,5/1/2023,2,Media
2023,5,Austria,674,Alta,Paquete,15.4,73.4,Baleares,Puerto,8.41,15.4,73.4,5/1/2023,2,Media
2023,5,Austria,168,Alta,Individual,15.5,68.9,Cataluña,Tren,8.3,15.5,68.9,5/1/2023,2,Media
2023,6,Austria,174461,Alta,Individual,15.7,86.6,Cataluña,Aeropuerto,8.57,15.7,86.6,6/1/2023,2,Media-Alta
2023,6,Austria,14033,Alta,Individual,18.4,91.7,Baleares,Carretera,8.63,18.4,91.7,6/1/2023,2,Media-Alta
2023,6,Austria,759,Alta,Individual,19.7,87,Baleares,Puerto,8.7,19.7,87,6/1/2023,2,Media-Alta
2023,6,Austria,190,Alta,Individual,16.1,93.5,Cataluña,Tren,8.69,16.1,93.5,6/1/2023,2,Media-Alta
2023,7,Austria,131993,Media-Alta,Individual,21.4,92.5,Canarias,Aeropuerto,8.69,21.4,92.5,7/1/2023,3,Alta
2023,7,Austria,10617,Media-Alta,Individual,17.2,97.7,Baleares,Carretera,8.76,17.2,97.7,7/1/2023,3,Alta
2023,7,Austria,574,Media-Alta,Individual,18.3,97.1,Baleares,Puerto,8.74,18.3,97.1,7/1/2023,3,Alta
2023,7,Austria,143,Media-Alta,Paquete,19.7,91.3,Canarias,Tren,8.95,19.7,91.3,7/1/2023,3,Alta
2023,8,Austria,169869,Alta,Individual,21.8,89,Baleares,Aeropuerto,8.31,21.8,89,8/1/2023,3,Alta
2023,8,Austria,13663,Alta,Individual,17,88.4,Baleares,Carretera,8.7,17,88.4,8/1/2023,3,Alta
2023,8,Austria,739,Alta,Individual,20.9,89.7,Cataluña,Puerto,8.32,20.9,89.7,8/1/2023,3,Alta
2023,8,Austria,185,Alta,Paquete,20.7,86.7,Canarias,Tren,8.63,20.7,86.7,8/1/2023,3,Alta
2023,9,Austria,143470,Alta,Paquete,15.6,74.2,Cataluña,Aeropuerto,8.95,15.6,74.2,9/1/2023,3,Media-Alta
2023,9,Austria,11540,Alta,Paquete,14.8,71.9,Baleares,Carretera,8.51,14.8,71.9,9/1/2023,3,Media-Alta
2023,9,Austria,624,Alta,Individual,17.2,77.1,Baleares,Puerto,8.79,17.2,77.1,9/1/2023,3,Media-Alta
2023,9,Austria,156,Alta,Individual,17.7,73.3,Cataluña,Tren,8.54,17.7,73.3,9/1/2023,3,Media-Alta
2023,10,Austria,112481,Media-Alta,Individual,10.9,69.9,Comunidad Valenciana,Aeropuerto,8.27,10.9,69.9,10/1/2023,4,Media
2023,10,Austria,9047,Media-Alta,Individual,11.5,64.7,Canarias,Carretera,8.35,11.5,64.7,10/1/2023,4,Media
2023,10,Austria,489,Media-Alta,Individual,9.1,63.2,Andalucía,Puerto,8.12,9.1,63.2,10/1/2023,4,Media
2023,10,Austria,122,Media-Alta,Paquete,12.5,62.2,Baleares,Tren,8.37,12.5,62.2,10/1/2023,4,Media
2023,11,Austria,51650,Baja,Individual,4.5,73.2,Baleares,Aeropuerto,7.81,4.5,73.2,11/1/2023,4,Baja
2023,11,Austria,4154,Baja,Individual,6.2,75.3,Baleares,Carretera,7.85,6.2,75.3,11/1/2023,4,Baja
2023,11,Austria,225,Baja,Paquete,5.7,70.5,Canarias,Puerto,8.3,5.7,70.5,11/1/2023,4,Baja
2023,11,Austria,56,Baja,Individual,5.2,74.3,Cataluña,Tren,8.21,5.2,74.3,11/1/2023,4,Baja
2023,12,Austria,34433,Baja,Individual,1.9,83.5,Comunidad Valenciana,Aeropuerto,8.07,1.9,83.5,12/1/2023,4,Baja
2023,12,Austria,2770,Baja,Paquete,1.3,84.1,Comunidad Valenciana,Carretera,8.18,1.3,84.1,12/1/2023,4,Baja
2023,12,Austria,150,Baja,Individual,1.5,77.4,Andalucía,Puerto,8.27,1.5,77.4,12/1/2023,4,Baja
2023,12,Austria,37,Baja,Paquete,2.8,78.6,Comunidad Valenciana,Tren,8.25,2.8,78.6,12/1/2023,4,Baja
2019,1,Bélgica,109749,Baja,Paquete,4,61.8,Comunidad Valenciana,Aeropuerto,8.25,4,61.8,1/1/2019,1,Baja
2019,1,Bélgica,14776,Baja,Individual,4,61,Andalucía,Carretera,7.95,4,61,1/1/2019,1,Baja
2019,1,Bélgica,1642,Baja,Individual,4.9,60.2,Baleares,Puerto,8.03,4.9,60.2,1/1/2019,1,Baja
2019,1,Bélgica,126,Baja,Individual,4.3,63.8,Canarias,Tren,7.98,4.3,63.8,1/1/2019,1,Baja
2019,2,Bélgica,114140,Baja,Individual,5.3,63,Canarias,Aeropuerto,7.81,5.3,63,2/1/2019,1,Baja
2019,2,Bélgica,15367,Baja,Individual,4.7,57.4,Andalucía,Carretera,8.26,4.7,57.4,2/1/2019,1,Baja
2019,2,Bélgica,1707,Baja,Paquete,4.9,56.9,Comunidad Valenciana,Puerto,8.18,4.9,56.9,2/1/2019,1,Baja
2019,2,Bélgica,131,Baja,Individual,4.2,61.5,Canarias,Tren,8.21,4.2,61.5,2/1/2019,1,Baja
2019,3,Bélgica,149259,Media,Individual,7.2,50.1,Andalucía,Aeropuerto,8.25,7.2,50.1,3/1/2019,1,Baja
2019,3,Bélgica,20096,Media,Individual,9.2,57.3,Canarias,Carretera,8.03,9.2,57.3,3/1/2019,1,Baja
2019,3,Bélgica,2233,Media,Paquete,9.6,52.2,Canarias,Puerto,8.13,9.6,52.2,3/1/2019,1,Baja
2019,3,Bélgica,172,Media,Individual,7.8,59.6,Andalucía,Tren,7.94,7.8,59.6,3/1/2019,1,Baja
2019,4,Bélgica,164625,Media,Individual,11.3,49.9,Cataluña,Aeropuerto,8.31,11.3,49.9,4/1/2019,2,Media
2019,4,Bélgica,22165,Media,Individual,11.2,51.2,Comunidad Valenciana,Carretera,8.18,11.2,51.2,4/1/2019,2,Media
2019,4,Bélgica,2463,Media,Individual,10.8,46.7,Canarias,Puerto,8.26,10.8,46.7,4/1/2019,2,Media
2019,4,Bélgica,189,Media,Individual,9.7,51,Canarias,Tren,8.26,9.7,51,4/1/2019,2,Media
2019,5,Bélgica,215110,Media-Alta,Individual,13.3,61.3,Cataluña,Aeropuerto,8.15,13.3,61.3,5/1/2019,2,Media
2019,5,Bélgica,28962,Media-Alta,Individual,17,62,Comunidad Valenciana,Carretera,8.21,17,62,5/1/2019,2,Media
2019,5,Bélgica,3218,Media-Alta,Paquete,16.9,64.6,Andalucía,Puerto,8.51,16.9,64.6,5/1/2019,2,Media
2019,5,Bélgica,248,Media-Alta,Individual,15.1,63.7,Canarias,Tren,8.17,15.1,63.7,5/1/2019,2,Media
2019,6,Bélgica,223889,Media-Alta,Individual,17.6,76.2,Baleares,Aeropuerto,8.4,17.6,76.2,6/1/2019,2,Media-Alta
2019,6,Bélgica,30144,Media-Alta,Individual,19.3,77.4,Cataluña,Carretera,8.72,19.3,77.4,6/1/2019,2,Media-Alta
2019,6,Bélgica,3349,Media-Alta,Individual,18.9,78.6,Baleares,Puerto,8.36,18.9,78.6,6/1/2019,2,Media-Alta
2019,6,Bélgica,258,Media-Alta,Paquete,16.2,79.8,Comunidad Valenciana,Tren,8.58,16.2,79.8,6/1/2019,2,Media-Alta
2019,7,Bélgica,186574,Media,Individual,20.5,86.6,Andalucía,Aeropuerto,8.78,20.5,86.6,7/1/2019,3,Alta
2019,7,Bélgica,25120,Media,Paquete,18.4,89.1,Andalucía,Carretera,8.94,18.4,89.1,7/1/2019,3,Alta
2019,7,Bélgica,2791,Media,Individual,18.1,89.4,Baleares,Puerto,8.78,18.1,89.4,7/1/2019,3,Alta
2019,7,Bélgica,215,Media,Individual,19.9,85,Baleares,Tren,8.43,19.9,85,7/1/2019,3,Alta
2019,8,Bélgica,333640,Alta,Paquete,21.4,79.8,Andalucía,Aeropuerto,8.53,21.4,79.8,8/1/2019,3,Alta
2019,8,Bélgica,44920,Alta,Individual,20.7,81.5,Andalucía,Carretera,8.58,20.7,81.5,8/1/2019,3,Alta
2019,8,Bélgica,4991,Alta,Individual,19.5,83.9,Cataluña,Puerto,8.48,19.5,83.9,8/1/2019,3,Alta
2019,8,Bélgica,384,Alta,Paquete,19.9,82.4,Andalucía,Tren,8.98,19.9,82.4,8/1/2019,3,Alta
2019,9,Bélgica,259010,Media-Alta,Paquete,17.6,63.6,Comunidad Valenciana,Aeropuerto,8.52,17.6,63.6,9/1/2019,3,Media-Alta
2019,9,Bélgica,34872,Media-Alta,Individual,16.6,65.1,Canarias,Carretera,8.8,16.6,65.1,9/1/2019,3,Media-Alta
2019,9,Bélgica,3875,Media-Alta,Paquete,17.9,67.4,Comunidad Valenciana,Puerto,8.87,17.9,67.4,9/1/2019,3,Media-Alta
2019,9,Bélgica,298,Media-Alta,Paquete,15.7,62.4,Cataluña,Tren,8.79,15.7,62.4,9/1/2019,3,Media-Alta
2019,10,Bélgica,186574,Media,Individual,12.3,52.3,Comunidad Valenciana,Aeropuerto,8.19,12.3,52.3,10/1/2019,4,Media
2019,10,Bélgica,25120,Media,Individual,14.8,54,Comunidad Valenciana,Carretera,8.15,14.8,54,10/1/2019,4,Media
2019,10,Bélgica,2791,Media,Individual,12.9,55.4,Canarias,Puerto,8.3,12.9,55.4,10/1/2019,4,Media
2019,10,Bélgica,215,Media,Individual,14.8,56,Comunidad Valenciana,Tren,8.34,14.8,56,10/1/2019,4,Media
2019,11,Bélgica,136090,Media,Individual,9.6,63.9,Baleares,Aeropuerto,7.83,9.6,63.9,11/1/2019,4,Baja
2019,11,Bélgica,18323,Media,Individual,7.7,65.4,Canarias,Carretera,8.01,7.7,65.4,11/1/2019,4,Baja
2019,11,Bélgica,2036,Media,Paquete,8.4,64.4,Andalucía,Puerto,8.47,8.4,64.4,11/1/2019,4,Baja
2019,11,Bélgica,157,Media,Individual,8.8,65,Canarias,Tren,7.94,8.8,65,11/1/2019,4,Baja
2019,12,Bélgica,116335,Baja,Individual,5,74.2,Andalucía,Aeropuerto,8.24,5,74.2,12/1/2019,4,Baja
2019,12,Bélgica,15663,Baja,Individual,4.5,71.1,Canarias,Carretera,8.25,4.5,71.1,12/1/2019,4,Baja
2019,12,Bélgica,1740,Baja,Individual,4.2,66.3,Andalucía,Puerto,8.3,4.2,66.3,12/1/2019,4,Baja
2019,12,Bélgica,134,Baja,Individual,5.8,65.1,Comunidad Valenciana,Tren,7.86,5.8,65.1,12/1/2019,4,Baja
2020,1,Bélgica,94437,Alta,Individual,3.6,63.4,Andalucía,Aeropuerto,8.26,3.6,63.4,1/1/2020,1,Baja
2020,1,Bélgica,22787,Alta,Individual,3.4,68.6,Cataluña,Carretera,8.13,3.4,68.6,1/1/2020,1,Baja
2020,1,Bélgica,235,Alta,Individual,4.3,62,Comunidad de Madrid,Puerto,7.92,4.3,62,1/1/2020,1,Baja
2020,1,Bélgica,117,Alta,Individual,3.7,69,Canarias,Tren,8.21,3.7,69,1/1/2020,1,Baja
2020,2,Bélgica,108782,Alta,Individual,5.9,56.4,Canarias,Aeropuerto,7.92,5.9,56.4,2/1/2020,1,Baja
2020,2,Bélgica,26248,Alta,Individual,5,57.5,Cataluña,Carretera,7.82,5,57.5,2/1/2020,1,Baja
2020,2,Bélgica,271,Alta,Individual,4.2,62.2,Comunidad Valenciana,Puerto,8.2,4.2,62.2,2/1/2020,1,Baja
2020,2,Bélgica,135,Alta,Individual,4.8,55.5,Comunidad Valenciana,Tren,7.84,4.8,55.5,2/1/2020,1,Baja
2020,3,Bélgica,56782,Media-Alta,Individual,9.9,59.1,Canarias,Aeropuerto,8.11,9.9,59.1,3/1/2020,1,Baja
2020,3,Bélgica,13701,Media-Alta,Individual,8.6,51.7,Canarias,Carretera,8,8.6,51.7,3/1/2020,1,Baja
2020,3,Bélgica,141,Media-Alta,Paquete,8.5,51,Canarias,Puerto,8.33,8.5,51,3/1/2020,1,Baja
2020,3,Bélgica,71,Media-Alta,Individual,8.9,52.9,Canarias,Tren,7.85,8.9,52.9,3/1/2020,1,Baja
2020,4,Bélgica,2988,Baja,Individual,11.5,45.9,Comunidad Valenciana,Aeropuerto,8.31,11.5,45.9,4/1/2020,2,Media
2020,4,Bélgica,721,Baja,Individual,11.7,46.2,Canarias,Carretera,8.12,11.7,46.2,4/1/2020,2,Media
2020,4,Bélgica,7,Baja,Individual,11.6,54.7,Canarias,Puerto,8.37,11.6,54.7,4/1/2020,2,Media
2020,4,Bélgica,4,Baja,Individual,12,47.1,Andalucía,Tren,8.3,12,47.1,4/1/2020,2,Media
2020,5,Bélgica,1793,Baja,Individual,13.7,63.1,Andalucía,Aeropuerto,8.25,13.7,63.1,5/1/2020,2,Media
2020,5,Bélgica,433,Baja,Individual,13.7,60.1,Comunidad Valenciana,Carretera,8.23,13.7,60.1,5/1/2020,2,Media
2020,5,Bélgica,4,Baja,Individual,14.2,55.4,Canarias,Puerto,8.16,14.2,55.4,5/1/2020,2,Media
2020,5,Bélgica,2,Baja,Individual,14.9,59.5,Canarias,Tren,8.1,14.9,59.5,5/1/2020,2,Media
2020,6,Bélgica,12552,Baja,Individual,16.1,75.3,Comunidad de Madrid,Aeropuerto,8.75,16.1,75.3,6/1/2020,2,Media-Alta
2020,6,Bélgica,3029,Baja,Individual,17.3,79.4,Andalucía,Carretera,8.33,17.3,79.4,6/1/2020,2,Media-Alta
2020,6,Bélgica,31,Baja,Individual,16,75.7,Comunidad Valenciana,Puerto,8.55,16,75.7,6/1/2020,2,Media-Alta
2020,6,Bélgica,16,Baja,Paquete,18.7,84.8,Canarias,Tren,8.66,18.7,84.8,6/1/2020,2,Media-Alta
2020,7,Bélgica,128506,Alta,Paquete,18.7,82.2,Canarias,Aeropuerto,8.82,18.7,82.2,7/1/2020,3,Alta
2020,7,Bélgica,31008,Alta,Individual,19.1,80.7,Cataluña,Carretera,8.75,19.1,80.7,7/1/2020,3,Alta
2020,7,Bélgica,320,Alta,Individual,18.3,84,Andalucía,Puerto,8.33,18.3,84,7/1/2020,3,Alta
2020,7,Bélgica,160,Alta,Individual,21,85.1,Comunidad Valenciana,Tren,8.34,21,85.1,7/1/2020,3,Alta
2020,8,Bélgica,96828,Alta,Individual,18.2,82.5,Comunidad Valenciana,Aeropuerto,8.72,18.2,82.5,8/1/2020,3,Alta
2020,8,Bélgica,23364,Alta,Individual,18.4,82.8,Comunidad Valenciana,Carretera,8.54,18.4,82.8,8/1/2020,3,Alta
2020,8,Bélgica,241,Alta,Individual,21.2,79.4,Comunidad Valenciana,Puerto,8.74,21.2,79.4,8/1/2020,3,Alta
2020,8,Bélgica,120,Alta,Individual,18.8,75.6,Comunidad Valenciana,Tren,8.77,18.8,75.6,8/1/2020,3,Alta
2020,9,Bélgica,34667,Baja,Individual,16,61,Andalucía,Aeropuerto,8.74,16,61,9/1/2020,3,Media-Alta
2020,9,Bélgica,8365,Baja,Individual,18.8,61.2,Comunidad Valenciana,Carretera,8.43,18.8,61.2,9/1/2020,3,Media-Alta
2020,9,Bélgica,86,Baja,Individual,18.1,67.4,Canarias,Puerto,8.54,18.1,67.4,9/1/2020,3,Media-Alta
2020,9,Bélgica,43,Baja,Paquete,15.8,69.9,Andalucía,Tren,8.74,15.8,69.9,9/1/2020,3,Media-Alta
2020,10,Bélgica,32874,Baja,Paquete,11.3,54.5,Cataluña,Aeropuerto,8.42,11.3,54.5,10/1/2020,4,Media
2020,10,Bélgica,7932,Baja,Paquete,14.4,58.8,Comunidad de Madrid,Carretera,8.39,14.4,58.8,10/1/2020,4,Media
2020,10,Bélgica,82,Baja,Individual,12.2,58.6,Comunidad Valenciana,Puerto,8.19,12.2,58.6,10/1/2020,4,Media
2020,10,Bélgica,41,Baja,Individual,12.1,58.2,Comunidad Valenciana,Tren,8.17,12.1,58.2,10/1/2020,4,Media
2020,11,Bélgica,14942,Baja,Individual,9.7,63.1,Comunidad Valenciana,Aeropuerto,7.94,9.7,63.1,11/1/2020,4,Baja
2020,11,Bélgica,3605,Baja,Paquete,7.5,64.3,Comunidad Valenciana,Carretera,8.14,7.5,64.3,11/1/2020,4,Baja
2020,11,Bélgica,37,Baja,Paquete,9.3,62.6,Comunidad de Madrid,Puerto,8.1,9.3,62.6,11/1/2020,4,Baja
2020,11,Bélgica,19,Baja,Individual,8.7,61.9,Comunidad Valenciana,Tren,8.18,8.7,61.9,11/1/2020,4,Baja
2020,12,Bélgica,12552,Baja,Individual,4.5,66,Andalucía,Aeropuerto,7.92,4.5,66,12/1/2020,4,Baja
2020,12,Bélgica,3029,Baja,Individual,5.6,74.7,Andalucía,Carretera,8.01,5.6,74.7,12/1/2020,4,Baja
2020,12,Bélgica,31,Baja,Individual,5.1,72.5,Canarias,Puerto,8.14,5.1,72.5,12/1/2020,4,Baja
2020,12,Bélgica,16,Baja,Individual,5.9,72.2,Comunidad Valenciana,Tren,8.23,5.9,72.2,12/1/2020,4,Baja
2021,1,Bélgica,14951,Baja,Individual,3.9,67.2,Andalucía,Aeropuerto,8.22,3.9,67.2,1/1/2021,1,Baja
2021,1,Bélgica,2565,Baja,Individual,4.7,69.1,Andalucía,Carretera,7.91,4.7,69.1,1/1/2021,1,Baja
2021,1,Bélgica,35,Baja,Paquete,3.9,60.4,Canarias,Puerto,8.23,3.9,60.4,1/1/2021,1,Baja
2021,1,Bélgica,18,Baja,Individual,3.7,65.6,Comunidad Valenciana,Tren,7.96,3.7,65.6,1/1/2021,1,Baja
2021,2,Bélgica,12459,Baja,Individual,4.6,59.4,Andalucía,Aeropuerto,7.88,4.6,59.4,2/1/2021,1,Baja
2021,2,Bélgica,2138,Baja,Paquete,4.4,59.6,Baleares,Carretera,8.29,4.4,59.6,2/1/2021,1,Baja
2021,2,Bélgica,29,Baja,Paquete,5.2,56.4,Cataluña,Puerto,8.06,5.2,56.4,2/1/2021,1,Baja
2021,2,Bélgica,15,Baja,Individual,4.8,63.5,Baleares,Tren,8.22,4.8,63.5,2/1/2021,1,Baja
2021,3,Bélgica,14951,Baja,Individual,8.5,55.1,Andalucía,Aeropuerto,7.85,8.5,55.1,3/1/2021,1,Baja
2021,3,Bélgica,2565,Baja,Individual,8,57,Comunidad Valenciana,Carretera,8.13,8,57,3/1/2021,1,Baja
2021,3,Bélgica,35,Baja,Individual,8.5,57.6,Comunidad Valenciana,Puerto,7.95,8.5,57.6,3/1/2021,1,Baja
2021,3,Bélgica,18,Baja,Individual,9.7,57.6,Comunidad Valenciana,Tren,7.97,9.7,57.6,3/1/2021,1,Baja
2021,4,Bélgica,31148,Baja,Paquete,12.9,53.3,Comunidad Valenciana,Aeropuerto,8.49,12.9,53.3,4/1/2021,2,Media
2021,4,Bélgica,5344,Baja,Individual,9.7,52.5,Baleares,Carretera,8.22,9.7,52.5,4/1/2021,2,Media
2021,4,Bélgica,73,Baja,Individual,11.7,46.4,Comunidad Valenciana,Puerto,8.36,11.7,46.4,4/1/2021,2,Media
2021,4,Bélgica,37,Baja,Paquete,11,47.6,Canarias,Tren,8.44,11,47.6,4/1/2021,2,Media
2021,5,Bélgica,64789,Baja,Paquete,13.2,57,Andalucía,Aeropuerto,8.48,13.2,57,5/1/2021,2,Media
2021,5,Bélgica,11115,Baja,Individual,14.2,64.3,Comunidad Valenciana,Carretera,8.29,14.2,64.3,5/1/2021,2,Media
2021,5,Bélgica,152,Baja,Paquete,14.4,61.8,Cataluña,Puerto,8.4,14.4,61.8,5/1/2021,2,Media
2021,5,Bélgica,76,Baja,Individual,16.3,61.6,Baleares,Tren,8.23,16.3,61.6,5/1/2021,2,Media
2021,6,Bélgica,105905,Media,Individual,18.8,76.5,Comunidad Valenciana,Aeropuerto,8.46,18.8,76.5,6/1/2021,2,Media-Alta
2021,6,Bélgica,18169,Media,Individual,16.9,76.9,Comunidad Valenciana,Carretera,8.6,16.9,76.9,6/1/2021,2,Media-Alta
2021,6,Bélgica,249,Media,Individual,19,76.3,Comunidad Valenciana,Puerto,8.47,19,76.3,6/1/2021,2,Media-Alta
2021,6,Bélgica,124,Media,Individual,19.8,80.2,Comunidad Valenciana,Tren,8.65,19.8,80.2,6/1/2021,2,Media-Alta
2021,7,Bélgica,209318,Alta,Individual,20,86.3,Comunidad Valenciana,Aeropuerto,8.74,20,86.3,7/1/2021,3,Alta
2021,7,Bélgica,35911,Alta,Paquete,19.6,81.7,Comunidad Valenciana,Carretera,8.87,19.6,81.7,7/1/2021,3,Alta
2021,7,Bélgica,492,Alta,Individual,21.5,88.3,Baleares,Puerto,8.44,21.5,88.3,7/1/2021,3,Alta
2021,7,Bélgica,246,Alta,Individual,20,86.9,Andalucía,Tren,8.43,20,86.9,7/1/2021,3,Alta
2021,8,Bélgica,214302,Alta,Individual,19,77.1,Comunidad Valenciana,Aeropuerto,8.75,19,77.1,8/1/2021,3,Alta
2021,8,Bélgica,36766,Alta,Paquete,19.6,80.9,Canarias,Carretera,8.84,19.6,80.9,8/1/2021,3,Alta
2021,8,Bélgica,504,Alta,Individual,21.5,75.9,Andalucía,Puerto,8.57,21.5,75.9,8/1/2021,3,Alta
2021,8,Bélgica,252,Alta,Individual,21.4,83.9,Cataluña,Tren,8.33,21.4,83.9,8/1/2021,3,Alta
2021,9,Bélgica,205580,Alta,Individual,16.9,61,Comunidad Valenciana,Aeropuerto,8.64,16.9,61,9/1/2021,3,Media-Alta
2021,9,Bélgica,35270,Alta,Individual,17.2,64.4,Canarias,Carretera,8.51,17.2,64.4,9/1/2021,3,Media-Alta
2021,9,Bélgica,483,Alta,Individual,15.4,68,Comunidad Valenciana,Puerto,8.31,15.4,68,9/1/2021,3,Media-Alta
2021,9,Bélgica,242,Alta,Individual,17.5,60.4,Cataluña,Tren,8.7,17.5,60.4,9/1/2021,3,Media-Alta
2021,10,Bélgica,176924,Alta,Paquete,12.1,58.5,Baleares,Aeropuerto,8.41,12.1,58.5,10/1/2021,4,Media
2021,10,Bélgica,30354,Alta,Individual,14.6,59.3,Cataluña,Carretera,8.34,14.6,59.3,10/1/2021,4,Media
2021,10,Bélgica,416,Alta,Individual,14.2,55.8,Comunidad Valenciana,Puerto,8.17,14.2,55.8,10/1/2021,4,Media
2021,10,Bélgica,208,Alta,Individual,13.7,50.8,Comunidad Valenciana,Tren,8.22,13.7,50.8,10/1/2021,4,Media
2021,11,Bélgica,130824,Media-Alta,Individual,8.8,66.2,Andalucía,Aeropuerto,8.2,8.8,66.2,11/1/2021,4,Baja
2021,11,Bélgica,22445,Media-Alta,Paquete,7.4,62,Andalucía,Carretera,8.13,7.4,62,11/1/2021,4,Baja
2021,11,Bélgica,307,Media-Alta,Individual,9.7,65.3,Comunidad Valenciana,Puerto,7.92,9.7,65.3,11/1/2021,4,Baja
2021,11,Bélgica,154,Media-Alta,Individual,8.9,69.6,Andalucía,Tren,7.96,8.9,69.6,11/1/2021,4,Baja
2021,12,Bélgica,64789,Baja,Individual,5.7,70.9,Canarias,Aeropuerto,7.89,5.7,70.9,12/1/2021,4,Baja
2021,12,Bélgica,11115,Baja,Paquete,4.5,73,Baleares,Carretera,8.34,4.5,73,12/1/2021,4,Baja
2021,12,Bélgica,152,Baja,Individual,4.6,71.1,Comunidad Valenciana,Puerto,7.95,4.6,71.1,12/1/2021,4,Baja
2021,12,Bélgica,76,Baja,Individual,4.4,71.8,Canarias,Tren,8.07,4.4,71.8,12/1/2021,4,Baja
