Año,Mes,Pais,Num_Turistas,Estacionalidad,Organizacion_Viaje,Temperatura_Media,Precipitacion_Media,Destino_Principal,Medio_Acceso,Satisfaccion,Temperatura,Precipitacion,Fecha,Trimestre,Temporada,Tipo_Dato,Medio_Acceso_Predicho,Confianza_Prediccion
2019,10,Portugal,165901,Media-Alta,Paquete,17.3,74.7,Comunidad de Madrid,Carretera,8.78,17.3,74.7,2019-10-01,4,Media,Histórico,Carretera,1.0
2019,10,Portugal,607,Media-Alta,Paquete,17.4,79.8,Extremadura,Puerto,8.88,17.4,79.8,2019-10-01,4,Media,Histórico,Puerto,1.0
2019,10,Portugal,1012,Media-Alta,Paquete,15.4,78.1,Andalucía,Tren,8.89,15.4,78.1,2019-10-01,4,Media,Histórico,Tren,1.0
2019,10,Reino Unido,1447925,Media-Alta,Individual,11.4,68.9,Cataluña,Aeropuerto,8.42,11.4,68.9,2019-10-01,4,Media,Histórico,Aeropuerto,1.0
2019,10,Reino Unido,37511,Media-Alta,Paquete,11.7,64.8,Andalucía,Carretera,8.78,11.7,64.8,2019-10-01,4,Media,Histórico,Carretera,1.0
2019,10,Reino Unido,12004,Media-Alta,Individual,14.0,67.2,Canarias,Puerto,8.35,14.0,67.2,2019-10-01,4,Media,Histórico,Puerto,1.0
2019,10,Reino Unido,1500,Media-Alta,Individual,11.9,61.2,Andalucía,Tren,8.31,11.9,61.2,2019-10-01,4,Media,Histórico,Tren,1.0
2019,10,República Checa,28986,Baja,Individual,19.2,44.2,Cataluña,Aeropuerto,8.14,19.2,44.2,2019-10-01,4,Media,Histórico,Aeropuerto,1.0
2019,10,República Checa,807,Baja,Individual,21.8,45.4,Comunidad de Madrid,Carretera,8.48,21.8,45.4,2019-10-01,4,Media,Histórico,Carretera,1.0
2019,10,República Checa,60,Baja,Individual,18.9,40.8,Canarias,Puerto,8.19,18.9,40.8,2019-10-01,4,Media,Histórico,Puerto,1.0
2019,10,República Checa,30,Baja,Paquete,18.7,47.5,Baleares,Tren,8.43,18.7,47.5,2019-10-01,4,Media,Histórico,Tren,1.0
2019,10,Rusia,107453,Media,Individual,18.2,44.7,Cataluña,Aeropuerto,8.05,18.2,44.7,2019-10-01,4,Media,Histórico,Aeropuerto,1.0
2019,10,Rusia,782,Media,Individual,18.0,46.4,Cataluña,Carretera,8.22,18.0,46.4,2019-10-01,4,Media,Histórico,Carretera,1.0
2019,10,Rusia,3239,Media,Individual,18.0,40.2,Cataluña,Puerto,8.05,18.0,40.2,2019-10-01,4,Media,Histórico,Puerto,1.0
2019,10,Rusia,223,Media,Individual,19.2,45.9,Cataluña,Tren,8.27,19.2,45.9,2019-10-01,4,Media,Histórico,Tren,1.0
2019,10,Suecia,172205,Media-Alta,Paquete,18.6,41.2,Canarias,Aeropuerto,8.5,18.6,41.2,2019-10-01,4,Media,Histórico,Aeropuerto,1.0
2019,10,Suecia,3902,Media-Alta,Individual,19.3,43.0,Andalucía,Carretera,8.2,19.3,43.0,2019-10-01,4,Media,Histórico,Carretera,1.0
2019,10,Suecia,887,Media-Alta,Paquete,18.3,43.3,Canarias,Puerto,8.5,18.3,43.3,2019-10-01,4,Media,Histórico,Puerto,1.0
2019,10,Suecia,355,Media-Alta,Paquete,19.7,42.0,Andalucía,Tren,8.48,19.7,42.0,2019-10-01,4,Media,Histórico,Tren,1.0
2019,10,Suiza,170841,Media-Alta,Individual,18.4,42.6,Baleares,Aeropuerto,8.47,18.4,42.6,2019-10-01,4,Media,Histórico,Aeropuerto,1.0
2019,10,Suiza,18073,Media-Alta,Individual,19.4,45.9,Cataluña,Carretera,8.28,19.4,45.9,2019-10-01,4,Media,Histórico,Carretera,1.0
2019,10,Suiza,571,Media-Alta,Individual,20.3,44.3,Baleares,Puerto,8.27,20.3,44.3,2019-10-01,4,Media,Histórico,Puerto,1.0
2019,10,Suiza,571,Media-Alta,Individual,19.2,48.7,Andalucía,Tren,8.28,19.2,48.7,2019-10-01,4,Media,Histórico,Tren,1.0
2019,11,Alemania,720808,Baja,Paquete,17.6,49.5,Baleares,Aeropuerto,8.36,17.6,49.5,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Alemania,34902,Baja,Paquete,17.2,41.8,Comunidad Valenciana,Carretera,8.45,17.2,41.8,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Alemania,2276,Baja,Individual,17.5,44.0,Comunidad Valenciana,Puerto,8.26,17.5,44.0,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Alemania,759,Baja,Paquete,15.5,46.3,Canarias,Tren,8.33,15.5,46.3,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Argentina,45296,Media,Individual,10.3,55.1,Cataluña,Aeropuerto,7.98,10.3,55.1,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Argentina,2307,Media,Individual,11.7,62.6,Andalucía,Carretera,8.11,11.7,62.6,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Argentina,982,Media,Individual,11.6,55.7,Cataluña,Puerto,8.23,11.6,55.7,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Argentina,491,Media,Individual,11.2,63.6,Cataluña,Tren,8.19,11.2,63.6,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Austria,78393,Media,Paquete,5.7,74.4,Canarias,Aeropuerto,8.12,5.7,74.4,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Austria,2358,Media,Individual,5.6,70.1,Baleares,Carretera,7.94,5.6,70.1,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Austria,488,Media,Individual,5.8,74.1,Baleares,Puerto,8.24,5.8,74.1,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Austria,81,Media,Paquete,4.1,75.1,Cataluña,Tren,8.39,4.1,75.1,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Brasil,35674,Media,Individual,26.6,140.4,Cataluña,Aeropuerto,8.1,26.6,140.4,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Brasil,9795,Media,Individual,26.1,171.0,Galicia,Carretera,7.93,26.1,171.0,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Brasil,1680,Media,Individual,24.2,168.7,Comunidad de Madrid,Puerto,8.18,24.2,168.7,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Brasil,864,Media,Individual,25.8,134.9,Cataluña,Tren,7.96,25.8,134.9,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Bélgica,136090,Media,Individual,9.6,63.9,Baleares,Aeropuerto,7.83,9.6,63.9,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Bélgica,18323,Media,Individual,7.7,65.4,Canarias,Carretera,8.01,7.7,65.4,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Bélgica,2036,Media,Paquete,8.4,64.4,Andalucía,Puerto,8.47,8.4,64.4,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Bélgica,157,Media,Individual,8.8,65.0,Canarias,Tren,7.94,8.8,65.0,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Canadá,25338,Media,Individual,3.6,52.8,Comunidad de Madrid,Aeropuerto,7.97,3.6,52.8,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Canadá,1933,Media,Paquete,7.5,60.3,Baleares,Carretera,8.04,7.5,60.3,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Canadá,1553,Media,Individual,3.4,60.8,Cataluña,Puerto,8.01,3.4,60.8,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Canadá,469,Media,Individual,6.9,53.4,Andalucía,Tren,8.11,6.9,53.4,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,China,45671,Media,Paquete,13.3,36.2,Cataluña,Aeropuerto,8.23,13.3,36.2,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,China,4888,Media,Individual,13.0,45.0,Comunidad de Madrid,Carretera,7.92,13.0,45.0,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,China,1629,Media,Paquete,10.6,36.1,Comunidad de Madrid,Puerto,8.1,10.6,36.1,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,China,368,Media,Paquete,12.6,46.7,Cataluña,Tren,8.19,12.6,46.7,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Corea del Sur,44717,Media,Individual,8.7,42.9,Andalucía,Aeropuerto,8.02,8.7,42.9,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Corea del Sur,7989,Media,Individual,10.0,32.1,Cataluña,Carretera,7.87,10.0,32.1,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Corea del Sur,590,Media,Paquete,6.7,38.0,Comunidad de Madrid,Puerto,8.24,6.7,38.0,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Corea del Sur,375,Media,Individual,8.8,37.9,Cataluña,Tren,8.18,8.8,37.9,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Dinamarca,84591,Media,Individual,7.3,72.7,Andalucía,Aeropuerto,7.81,7.3,72.7,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Dinamarca,1558,Media,Individual,7.2,75.4,Cataluña,Carretera,8.19,7.2,75.4,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Dinamarca,346,Media,Paquete,6.7,62.9,Canarias,Puerto,8.2,6.7,62.9,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Dinamarca,87,Media,Individual,7.2,60.7,Canarias,Tren,8.16,7.2,60.7,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,EE.UU.,214973,Media,Paquete,12.8,99.7,Andalucía,Aeropuerto,8.16,12.8,99.7,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,EE.UU.,8139,Media,Individual,12.0,107.5,Cataluña,Carretera,8.09,12.0,107.5,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,EE.UU.,13645,Media,Individual,8.4,94.3,Comunidad de Madrid,Puerto,8.23,8.4,94.3,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,EE.UU.,2633,Media,Individual,8.4,92.1,Comunidad de Madrid,Tren,8.09,8.4,92.1,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Finlandia,62382,Media-Alta,Paquete,4.3,67.0,Andalucía,Aeropuerto,8.81,4.3,67.0,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Finlandia,760,Media-Alta,Individual,1.2,68.8,Comunidad Valenciana,Carretera,8.31,1.2,68.8,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Finlandia,63,Media-Alta,Individual,2.2,62.9,Canarias,Puerto,8.59,2.2,62.9,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Finlandia,63,Media-Alta,Individual,2.0,63.1,Cataluña,Tren,8.37,2.0,63.1,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Francia,309216,Media-Alta,Individual,8.9,64.7,Baleares,Aeropuerto,8.55,8.9,64.7,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Francia,589647,Media-Alta,Individual,11.1,58.8,Cataluña,Carretera,8.52,11.1,58.8,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Francia,16714,Media-Alta,Individual,11.6,58.7,Cataluña,Puerto,8.39,11.6,58.7,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Francia,13000,Media-Alta,Individual,8.1,62.3,Cataluña,Tren,8.32,8.1,62.3,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Irlanda,178128,Media-Alta,Individual,7.4,73.2,Cataluña,Aeropuerto,8.57,7.4,73.2,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Irlanda,1814,Media-Alta,Individual,10.7,65.8,Canarias,Carretera,8.43,10.7,65.8,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Irlanda,1451,Media-Alta,Paquete,6.1,66.7,Cataluña,Puerto,8.67,6.1,66.7,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Irlanda,0,Media-Alta,Individual,8.1,72.0,Canarias,Tren,8.51,8.1,72.0,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Italia,349396,Media-Alta,Individual,15.8,68.9,Baleares,Aeropuerto,8.45,15.8,68.9,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Italia,17753,Media-Alta,Paquete,13.0,74.7,Baleares,Carretera,8.61,13.0,74.7,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Italia,10199,Media-Alta,Individual,15.2,69.7,Cataluña,Puerto,8.58,15.2,69.7,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Italia,378,Media-Alta,Individual,14.3,71.4,Comunidad de Madrid,Tren,8.33,14.3,71.4,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Japón,47699,Media-Alta,Paquete,12.5,53.2,Cataluña,Aeropuerto,8.7,12.5,53.2,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Japón,7395,Media-Alta,Paquete,11.1,47.6,Cataluña,Carretera,8.6,11.1,47.6,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Japón,1129,Media-Alta,Paquete,11.7,47.7,Cataluña,Puerto,8.86,11.7,47.7,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Japón,282,Media-Alta,Individual,11.5,46.4,Andalucía,Tren,8.39,11.5,46.4,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Luxemburgo,14231,Media-Alta,Individual,7.1,66.2,Andalucía,Aeropuerto,8.46,7.1,66.2,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Luxemburgo,1713,Media-Alta,Paquete,7.6,73.6,Cataluña,Carretera,8.86,7.6,73.6,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Luxemburgo,16,Media-Alta,Individual,6.8,72.6,Cataluña,Puerto,8.37,6.8,72.6,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Luxemburgo,48,Media-Alta,Paquete,4.8,72.8,Cataluña,Tren,8.65,4.8,72.8,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,México,46608,Media-Alta,Individual,21.5,20.8,Comunidad de Madrid,Aeropuerto,8.41,21.5,20.8,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,México,697,Media-Alta,Individual,20.0,24.3,Comunidad de Madrid,Carretera,8.58,20.0,24.3,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,México,2091,Media-Alta,Paquete,19.6,22.0,Comunidad de Madrid,Puerto,8.85,19.6,22.0,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,México,398,Media-Alta,Individual,20.4,22.8,Cataluña,Tren,8.59,20.4,22.8,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Noruega,120270,Media-Alta,Individual,2.7,75.2,Andalucía,Aeropuerto,8.38,2.7,75.2,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Noruega,2220,Media-Alta,Individual,3.2,78.9,Baleares,Carretera,8.5,3.2,78.9,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Noruega,740,Media-Alta,Paquete,0.1,78.5,Canarias,Puerto,8.88,0.1,78.5,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Noruega,123,Media-Alta,Paquete,3.5,76.1,Comunidad Valenciana,Tren,8.61,3.5,76.1,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Países Bajos,272833,Media-Alta,Paquete,7.1,71.6,Baleares,Aeropuerto,8.8,7.1,71.6,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Países Bajos,32838,Media-Alta,Individual,8.4,67.2,Comunidad Valenciana,Carretera,8.37,8.4,67.2,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Países Bajos,921,Media-Alta,Individual,7.2,67.8,Canarias,Puerto,8.37,7.2,67.8,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Países Bajos,307,Media-Alta,Paquete,6.9,73.5,Cataluña,Tren,8.86,6.9,73.5,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Polonia,106345,Media-Alta,Individual,3.0,38.4,Comunidad Valenciana,Aeropuerto,8.51,3.0,38.4,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Polonia,7645,Media-Alta,Paquete,6.5,41.3,Canarias,Carretera,8.65,6.5,41.3,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Polonia,114,Media-Alta,Paquete,6.7,37.3,Cataluña,Puerto,8.75,6.7,37.3,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Polonia,0,Media-Alta,Paquete,5.6,35.6,Canarias,Tren,8.81,5.6,35.6,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Portugal,34799,Media-Alta,Paquete,11.2,108.1,Andalucía,Aeropuerto,8.79,11.2,108.1,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Portugal,165901,Media-Alta,Individual,14.4,103.2,Comunidad de Madrid,Carretera,8.53,14.4,103.2,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Portugal,607,Media-Alta,Individual,14.8,109.7,Extremadura,Puerto,8.4,14.8,109.7,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Portugal,1012,Media-Alta,Individual,13.2,96.0,Galicia,Tren,8.51,13.2,96.0,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Reino Unido,1447925,Media-Alta,Individual,7.3,72.7,Baleares,Aeropuerto,8.35,7.3,72.7,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Reino Unido,37511,Media-Alta,Individual,8.5,75.1,Canarias,Carretera,8.47,8.5,75.1,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Reino Unido,12004,Media-Alta,Individual,7.5,71.1,Comunidad Valenciana,Puerto,8.57,7.5,71.1,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Reino Unido,1500,Media-Alta,Paquete,10.7,78.3,Cataluña,Tren,8.76,10.7,78.3,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,República Checa,15607,Baja,Paquete,15.8,41.9,Cataluña,Aeropuerto,8.79,15.8,41.9,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,República Checa,434,Baja,Individual,17.8,48.1,Cataluña,Carretera,8.37,17.8,48.1,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,República Checa,32,Baja,Individual,15.6,48.1,Cataluña,Puerto,8.0,15.6,48.1,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,República Checa,16,Baja,Individual,14.7,45.6,Andalucía,Tren,8.22,14.7,45.6,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Rusia,78377,Media,Individual,16.3,47.1,Comunidad de Madrid,Aeropuerto,8.05,16.3,47.1,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Rusia,570,Media,Individual,14.8,48.1,Comunidad de Madrid,Carretera,8.22,14.8,48.1,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Rusia,2363,Media,Paquete,17.9,48.8,Comunidad Valenciana,Puerto,8.79,17.9,48.8,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Rusia,163,Media,Individual,15.0,41.2,Comunidad de Madrid,Tren,8.26,15.0,41.2,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Suecia,166127,Media-Alta,Paquete,14.6,48.2,Andalucía,Aeropuerto,8.59,14.6,48.2,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Suecia,3764,Media-Alta,Individual,16.3,49.6,Andalucía,Carretera,8.38,16.3,49.6,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Suecia,855,Media-Alta,Paquete,16.7,40.7,Andalucía,Puerto,8.48,16.7,40.7,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Suecia,342,Media-Alta,Individual,14.2,44.4,Comunidad Valenciana,Tren,8.11,14.2,44.4,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,11,Suiza,117148,Media,Individual,15.3,43.0,Baleares,Aeropuerto,8.4,15.3,43.0,2019-11-01,4,Baja,Histórico,Aeropuerto,1.0
2019,11,Suiza,12393,Media,Paquete,16.5,44.0,Comunidad Valenciana,Carretera,8.53,16.5,44.0,2019-11-01,4,Baja,Histórico,Carretera,1.0
2019,11,Suiza,391,Media,Individual,16.6,45.3,Andalucía,Puerto,8.53,16.6,45.3,2019-11-01,4,Baja,Histórico,Puerto,1.0
2019,11,Suiza,391,Media,Individual,15.5,47.5,Andalucía,Tren,8.23,15.5,47.5,2019-11-01,4,Baja,Histórico,Tren,1.0
2019,12,Alemania,636007,Baja,Paquete,14.5,32.6,Baleares,Aeropuerto,8.61,14.5,32.6,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,Alemania,30796,Baja,Paquete,12.2,38.2,Baleares,Carretera,8.39,12.2,38.2,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,Alemania,2008,Baja,Individual,13.2,31.1,Canarias,Puerto,8.26,13.2,31.1,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,Alemania,669,Baja,Paquete,12.2,33.9,Canarias,Tren,8.5,12.2,33.9,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,Argentina,29975,Baja,Individual,8.9,50.2,Comunidad de Madrid,Aeropuerto,7.92,8.9,50.2,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,Argentina,1526,Baja,Individual,7.8,57.9,Cataluña,Carretera,8.07,7.8,57.9,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,Argentina,650,Baja,Individual,7.9,58.4,Baleares,Puerto,8.02,7.9,58.4,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,Argentina,325,Baja,Individual,8.6,55.5,Comunidad de Madrid,Tren,8.16,8.6,55.5,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,Austria,51879,Baja,Individual,2.3,79.3,Canarias,Aeropuerto,8.21,2.3,79.3,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,Austria,1561,Baja,Paquete,2.6,84.2,Baleares,Carretera,8.5,2.6,84.2,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,Austria,323,Baja,Individual,2.4,83.7,Comunidad Valenciana,Puerto,7.93,2.4,83.7,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,Austria,54,Baja,Individual,3.0,80.4,Baleares,Tren,8.23,3.0,80.4,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,Brasil,29798,Media,Individual,25.1,216.2,Cataluña,Aeropuerto,7.84,25.1,216.2,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,Brasil,8181,Media,Individual,24.0,218.0,Comunidad de Madrid,Carretera,7.86,24.0,218.0,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,Brasil,1404,Media,Individual,25.9,172.1,Comunidad de Madrid,Puerto,8.3,25.9,172.1,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,Brasil,722,Media,Individual,24.6,210.9,Cataluña,Tren,8.09,24.6,210.9,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,Bélgica,116335,Baja,Individual,5.0,74.2,Andalucía,Aeropuerto,8.24,5.0,74.2,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,Bélgica,15663,Baja,Individual,4.5,71.1,Canarias,Carretera,8.25,4.5,71.1,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,Bélgica,1740,Baja,Individual,4.2,66.3,Andalucía,Puerto,8.3,4.2,66.3,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,Bélgica,134,Baja,Individual,5.8,65.1,Comunidad Valenciana,Tren,7.86,5.8,65.1,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,Canadá,21440,Baja,Individual,2.7,41.0,Cataluña,Aeropuerto,7.99,2.7,41.0,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,Canadá,1636,Baja,Individual,2.1,55.4,Comunidad de Madrid,Carretera,8.09,2.1,55.4,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,Canadá,1314,Baja,Individual,-1.1,49.1,Cataluña,Puerto,8.07,-1.1,49.1,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,Canadá,397,Baja,Paquete,-1.6,47.6,Comunidad de Madrid,Tren,8.18,-1.6,47.6,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,China,29230,Baja,Individual,5.0,23.6,Comunidad de Madrid,Aeropuerto,7.9,5.0,23.6,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,China,3128,Baja,Individual,6.8,31.2,Cataluña,Carretera,8.17,6.8,31.2,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,China,1043,Baja,Paquete,7.9,30.3,Comunidad de Madrid,Puerto,8.3,7.9,30.3,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,China,235,Baja,Paquete,5.5,32.8,Cataluña,Tren,8.06,5.5,32.8,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,Corea del Sur,51556,Media-Alta,Individual,1.9,26.6,Andalucía,Aeropuerto,7.94,1.9,26.6,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,Corea del Sur,9211,Media-Alta,Paquete,1.0,34.4,Cataluña,Carretera,8.23,1.0,34.4,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,Corea del Sur,680,Media-Alta,Paquete,1.2,35.3,Cataluña,Puerto,8.18,1.2,35.3,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,Corea del Sur,433,Media-Alta,Paquete,1.0,37.8,Andalucía,Tren,8.02,1.0,37.8,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,Dinamarca,63442,Baja,Individual,2.9,64.2,Cataluña,Aeropuerto,8.06,2.9,64.2,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,Dinamarca,1169,Baja,Paquete,3.4,57.8,Cataluña,Carretera,8.07,3.4,57.8,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,Dinamarca,260,Baja,Individual,2.2,74.0,Baleares,Puerto,7.81,2.2,74.0,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,Dinamarca,65,Baja,Individual,0.4,74.4,Andalucía,Tren,8.05,0.4,74.4,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,EE.UU.,140330,Baja,Individual,2.0,94.9,Cataluña,Aeropuerto,8.25,2.0,94.9,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
2019,12,EE.UU.,5313,Baja,Individual,6.1,104.5,Comunidad de Madrid,Carretera,7.81,6.1,104.5,2019-12-01,4,Baja,Histórico,Carretera,1.0
2019,12,EE.UU.,8907,Baja,Individual,6.2,92.4,Cataluña,Puerto,8.21,6.2,92.4,2019-12-01,4,Baja,Histórico,Puerto,1.0
2019,12,EE.UU.,1719,Baja,Paquete,3.7,109.8,Andalucía,Tren,8.28,3.7,109.8,2019-12-01,4,Baja,Histórico,Tren,1.0
2019,12,Finlandia,62382,Media-Alta,Individual,-0.1,52.7,Andalucía,Aeropuerto,8.03,-0.1,52.7,2019-12-01,4,Baja,Histórico,Aeropuerto,1.0
