Año,mes,Pais,Num_Turistas,Estacionalidad,Organizacion_Viaje,Temperatura_Media,Precipitacion_Media,Destino_Principal,Medio_Acceso,Num_Vuelos,Num_Asientos,Num_Pasajeros,Satisfaccion
2023,10,Austria,112481,Media-Alta,Individual,10.9,69.9,Comunidad Valenciana,Aeropuerto,9219,1625472,1457245,8.27
2023,10,Austria,9047,Media-Alta,Individual,11.5,64.7,Canarias,Carretera,9219,1625472,1457245,8.35
2023,10,Austria,489,Media-Alta,Individual,9.1,63.2,Andalucía,Puerto,9219,1625472,1457245,8.12
2023,10,Austria,122,Media-Alta,Paquete,12.5,62.2,Baleares,Tren,9219,1625472,1457245,8.37
2023,11,Austria,51650,Baja,Individual,4.5,73.2,Baleares,Aeropuerto,9219,1625472,1457245,7.81
2023,11,Austria,4154,Baja,Individual,6.2,75.3,Baleares,Carretera,9219,1625472,1457245,7.85
2023,11,Austria,225,Baja,Paquete,5.7,70.5,Canarias,Puerto,9219,1625472,1457245,8.3
2023,11,Austria,56,Baja,Individual,5.2,74.3,Cataluña,Tren,9219,1625472,1457245,8.21
2023,12,Austria,34433,Baja,Individual,1.9,83.5,Comunidad Valenciana,Aeropuerto,9219,1625472,1457245,8.07
2023,12,Austria,2770,Baja,Paquete,1.3,84.1,Comunidad Valenciana,Carretera,9219,1625472,1457245,8.18
2023,12,Austria,150,Baja,Individual,1.5,77.4,Andalucía,Puerto,9219,1625472,1457245,8.27
2023,12,Austria,37,Baja,Paquete,2.8,78.6,Comunidad Valenciana,Tren,9219,1625472,1457245,8.25
2019,1,Bélgica,109749,Baja,Paquete,4.0,61.8,Comunidad Valenciana,Aeropuerto,No disponible,No disponible,No disponible,8.25
2019,1,Bélgica,14776,Baja,Individual,4.0,61.0,Andalucía,Carretera,No disponible,No disponible,No disponible,7.95
2019,1,Bélgica,1642,Baja,Individual,4.9,60.2,Baleares,Puerto,No disponible,No disponible,No disponible,8.03
2019,1,Bélgica,126,Baja,Individual,4.3,63.8,Canarias,Tren,No disponible,No disponible,No disponible,7.98
2019,2,Bélgica,114140,Baja,Individual,5.3,63.0,Canarias,Aeropuerto,No disponible,No disponible,No disponible,7.81
2019,2,Bélgica,15367,Baja,Individual,4.7,57.4,Andalucía,Carretera,No disponible,No disponible,No disponible,8.26
2019,2,Bélgica,1707,Baja,Paquete,4.9,56.9,Comunidad Valenciana,Puerto,No disponible,No disponible,No disponible,8.18
2019,2,Bélgica,131,Baja,Individual,4.2,61.5,Canarias,Tren,No disponible,No disponible,No disponible,8.21
2019,3,Bélgica,149259,Media,Individual,7.2,50.1,Andalucía,Aeropuerto,No disponible,No disponible,No disponible,8.25
2019,3,Bélgica,20096,Media,Individual,9.2,57.3,Canarias,Carretera,No disponible,No disponible,No disponible,8.03
2019,3,Bélgica,2233,Media,Paquete,9.6,52.2,Canarias,Puerto,No disponible,No disponible,No disponible,8.13
2019,3,Bélgica,172,Media,Individual,7.8,59.6,Andalucía,Tren,No disponible,No disponible,No disponible,7.94
2019,4,Bélgica,164625,Media,Individual,11.3,49.9,Cataluña,Aeropuerto,No disponible,No disponible,No disponible,8.31
2019,4,Bélgica,22165,Media,Individual,11.2,51.2,Comunidad Valenciana,Carretera,No disponible,No disponible,No disponible,8.18
2019,4,Bélgica,2463,Media,Individual,10.8,46.7,Canarias,Puerto,No disponible,No disponible,No disponible,8.26
2019,4,Bélgica,189,Media,Individual,9.7,51.0,Canarias,Tren,No disponible,No disponible,No disponible,8.26
2019,5,Bélgica,215110,Media-Alta,Individual,13.3,61.3,Cataluña,Aeropuerto,No disponible,No disponible,No disponible,8.15
2019,5,Bélgica,28962,Media-Alta,Individual,17.0,62.0,Comunidad Valenciana,Carretera,No disponible,No disponible,No disponible,8.21
2019,5,Bélgica,3218,Media-Alta,Paquete,16.9,64.6,Andalucía,Puerto,No disponible,No disponible,No disponible,8.51
2019,5,Bélgica,248,Media-Alta,Individual,15.1,63.7,Canarias,Tren,No disponible,No disponible,No disponible,8.17
2019,6,Bélgica,223889,Media-Alta,Individual,17.6,76.2,Baleares,Aeropuerto,No disponible,No disponible,No disponible,8.4
2019,6,Bélgica,30144,Media-Alta,Individual,19.3,77.4,Cataluña,Carretera,No disponible,No disponible,No disponible,8.72
2019,6,Bélgica,3349,Media-Alta,Individual,18.9,78.6,Baleares,Puerto,No disponible,No disponible,No disponible,8.36
2019,6,Bélgica,258,Media-Alta,Paquete,16.2,79.8,Comunidad Valenciana,Tren,No disponible,No disponible,No disponible,8.58
2019,7,Bélgica,186574,Media,Individual,20.5,86.6,Andalucía,Aeropuerto,No disponible,No disponible,No disponible,8.78
2019,7,Bélgica,25120,Media,Paquete,18.4,89.1,Andalucía,Carretera,No disponible,No disponible,No disponible,8.94
2019,7,Bélgica,2791,Media,Individual,18.1,89.4,Baleares,Puerto,No disponible,No disponible,No disponible,8.78
2019,7,Bélgica,215,Media,Individual,19.9,85.0,Baleares,Tren,No disponible,No disponible,No disponible,8.43
2019,8,Bélgica,333640,Alta,Paquete,21.4,79.8,Andalucía,Aeropuerto,No disponible,No disponible,No disponible,8.53
2019,8,Bélgica,44920,Alta,Individual,20.7,81.5,Andalucía,Carretera,No disponible,No disponible,No disponible,8.58
2019,8,Bélgica,4991,Alta,Individual,19.5,83.9,Cataluña,Puerto,No disponible,No disponible,No disponible,8.48
2019,8,Bélgica,384,Alta,Paquete,19.9,82.4,Andalucía,Tren,No disponible,No disponible,No disponible,8.98
2019,9,Bélgica,259010,Media-Alta,Paquete,17.6,63.6,Comunidad Valenciana,Aeropuerto,No disponible,No disponible,No disponible,8.52
2019,9,Bélgica,34872,Media-Alta,Individual,16.6,65.1,Canarias,Carretera,No disponible,No disponible,No disponible,8.8
2019,9,Bélgica,3875,Media-Alta,Paquete,17.9,67.4,Comunidad Valenciana,Puerto,No disponible,No disponible,No disponible,8.87
2019,9,Bélgica,298,Media-Alta,Paquete,15.7,62.4,Cataluña,Tren,No disponible,No disponible,No disponible,8.79
2019,10,Bélgica,186574,Media,Individual,12.3,52.3,Comunidad Valenciana,Aeropuerto,No disponible,No disponible,No disponible,8.19
2019,10,Bélgica,25120,Media,Individual,14.8,54.0,Comunidad Valenciana,Carretera,No disponible,No disponible,No disponible,8.15
2019,10,Bélgica,2791,Media,Individual,12.9,55.4,Canarias,Puerto,No disponible,No disponible,No disponible,8.3
2019,10,Bélgica,215,Media,Individual,14.8,56.0,Comunidad Valenciana,Tren,No disponible,No disponible,No disponible,8.34
2019,11,Bélgica,136090,Media,Individual,9.6,63.9,Baleares,Aeropuerto,No disponible,No disponible,No disponible,7.83
2019,11,Bélgica,18323,Media,Individual,7.7,65.4,Canarias,Carretera,No disponible,No disponible,No disponible,8.01
2019,11,Bélgica,2036,Media,Paquete,8.4,64.4,Andalucía,Puerto,No disponible,No disponible,No disponible,8.47
2019,11,Bélgica,157,Media,Individual,8.8,65.0,Canarias,Tren,No disponible,No disponible,No disponible,7.94
2019,12,Bélgica,116335,Baja,Individual,5.0,74.2,Andalucía,Aeropuerto,No disponible,No disponible,No disponible,8.24
2019,12,Bélgica,15663,Baja,Individual,4.5,71.1,Canarias,Carretera,No disponible,No disponible,No disponible,8.25
2019,12,Bélgica,1740,Baja,Individual,4.2,66.3,Andalucía,Puerto,No disponible,No disponible,No disponible,8.3
2019,12,Bélgica,134,Baja,Individual,5.8,65.1,Comunidad Valenciana,Tren,No disponible,No disponible,No disponible,7.86
2020,1,Bélgica,94437,Alta,Individual,3.6,63.4,Andalucía,Aeropuerto,7786,1336140,881103,8.26
2020,1,Bélgica,22787,Alta,Individual,3.4,68.6,Cataluña,Carretera,7786,1336140,881103,8.13
2020,1,Bélgica,235,Alta,Individual,4.3,62.0,Comunidad de Madrid,Puerto,7786,1336140,881103,7.92
2020,1,Bélgica,117,Alta,Individual,3.7,69.0,Canarias,Tren,7786,1336140,881103,8.21
2020,2,Bélgica,108782,Alta,Individual,5.9,56.4,Canarias,Aeropuerto,7786,1336140,881103,7.92
2020,2,Bélgica,26248,Alta,Individual,5.0,57.5,Cataluña,Carretera,7786,1336140,881103,7.82
2020,2,Bélgica,271,Alta,Individual,4.2,62.2,Comunidad Valenciana,Puerto,7786,1336140,881103,8.2
2020,2,Bélgica,135,Alta,Individual,4.8,55.5,Comunidad Valenciana,Tren,7786,1336140,881103,7.84
2020,3,Bélgica,56782,Media-Alta,Individual,9.9,59.1,Canarias,Aeropuerto,7786,1336140,881103,8.11
2020,3,Bélgica,13701,Media-Alta,Individual,8.6,51.7,Canarias,Carretera,7786,1336140,881103,8.0
2020,3,Bélgica,141,Media-Alta,Paquete,8.5,51.0,Canarias,Puerto,7786,1336140,881103,8.33
2020,3,Bélgica,71,Media-Alta,Individual,8.9,52.9,Canarias,Tren,7786,1336140,881103,7.85
2020,4,Bélgica,2988,Baja,Individual,11.5,45.9,Comunidad Valenciana,Aeropuerto,7786,1336140,881103,8.31
2020,4,Bélgica,721,Baja,Individual,11.7,46.2,Canarias,Carretera,7786,1336140,881103,8.12
2020,4,Bélgica,7,Baja,Individual,11.6,54.7,Canarias,Puerto,7786,1336140,881103,8.37
2020,4,Bélgica,4,Baja,Individual,12.0,47.1,Andalucía,Tren,7786,1336140,881103,8.3
2020,5,Bélgica,1793,Baja,Individual,13.7,63.1,Andalucía,Aeropuerto,7786,1336140,881103,8.25
2020,5,Bélgica,433,Baja,Individual,13.7,60.1,Comunidad Valenciana,Carretera,7786,1336140,881103,8.23
2020,5,Bélgica,4,Baja,Individual,14.2,55.4,Canarias,Puerto,7786,1336140,881103,8.16
2020,5,Bélgica,2,Baja,Individual,14.9,59.5,Canarias,Tren,7786,1336140,881103,8.1
2020,6,Bélgica,12552,Baja,Individual,16.1,75.3,Comunidad de Madrid,Aeropuerto,7786,1336140,881103,8.75
2020,6,Bélgica,3029,Baja,Individual,17.3,79.4,Andalucía,Carretera,7786,1336140,881103,8.33
2020,6,Bélgica,31,Baja,Individual,16.0,75.7,Comunidad Valenciana,Puerto,7786,1336140,881103,8.55
2020,6,Bélgica,16,Baja,Paquete,18.7,84.8,Canarias,Tren,7786,1336140,881103,8.66
2020,7,Bélgica,128506,Alta,Paquete,18.7,82.2,Canarias,Aeropuerto,7786,1336140,881103,8.82
2020,7,Bélgica,31008,Alta,Individual,19.1,80.7,Cataluña,Carretera,7786,1336140,881103,8.75
2020,7,Bélgica,320,Alta,Individual,18.3,84.0,Andalucía,Puerto,7786,1336140,881103,8.33
2020,7,Bélgica,160,Alta,Individual,21.0,85.1,Comunidad Valenciana,Tren,7786,1336140,881103,8.34
2020,8,Bélgica,96828,Alta,Individual,18.2,82.5,Comunidad Valenciana,Aeropuerto,7786,1336140,881103,8.72
2020,8,Bélgica,23364,Alta,Individual,18.4,82.8,Comunidad Valenciana,Carretera,7786,1336140,881103,8.54
2020,8,Bélgica,241,Alta,Individual,21.2,79.4,Comunidad Valenciana,Puerto,7786,1336140,881103,8.74
2020,8,Bélgica,120,Alta,Individual,18.8,75.6,Comunidad Valenciana,Tren,7786,1336140,881103,8.77
2020,9,Bélgica,34667,Baja,Individual,16.0,61.0,Andalucía,Aeropuerto,7786,1336140,881103,8.74
2020,9,Bélgica,8365,Baja,Individual,18.8,61.2,Comunidad Valenciana,Carretera,7786,1336140,881103,8.43
2020,9,Bélgica,86,Baja,Individual,18.1,67.4,Canarias,Puerto,7786,1336140,881103,8.54
2020,9,Bélgica,43,Baja,Paquete,15.8,69.9,Andalucía,Tren,7786,1336140,881103,8.74
2020,10,Bélgica,32874,Baja,Paquete,11.3,54.5,Cataluña,Aeropuerto,7786,1336140,881103,8.42
2020,10,Bélgica,7932,Baja,Paquete,14.4,58.8,Comunidad de Madrid,Carretera,7786,1336140,881103,8.39
2020,10,Bélgica,82,Baja,Individual,12.2,58.6,Comunidad Valenciana,Puerto,7786,1336140,881103,8.19
2020,10,Bélgica,41,Baja,Individual,12.1,58.2,Comunidad Valenciana,Tren,7786,1336140,881103,8.17
2020,11,Bélgica,14942,Baja,Individual,9.7,63.1,Comunidad Valenciana,Aeropuerto,7786,1336140,881103,7.94
2020,11,Bélgica,3605,Baja,Paquete,7.5,64.3,Comunidad Valenciana,Carretera,7786,1336140,881103,8.14
2020,11,Bélgica,37,Baja,Paquete,9.3,62.6,Comunidad de Madrid,Puerto,7786,1336140,881103,8.1
2020,11,Bélgica,19,Baja,Individual,8.7,61.9,Comunidad Valenciana,Tren,7786,1336140,881103,8.18
2020,12,Bélgica,12552,Baja,Individual,4.5,66.0,Andalucía,Aeropuerto,7786,1336140,881103,7.92
2020,12,Bélgica,3029,Baja,Individual,5.6,74.7,Andalucía,Carretera,7786,1336140,881103,8.01
2020,12,Bélgica,31,Baja,Individual,5.1,72.5,Canarias,Puerto,7786,1336140,881103,8.14
2020,12,Bélgica,16,Baja,Individual,5.9,72.2,Comunidad Valenciana,Tren,7786,1336140,881103,8.23
2021,1,Bélgica,14951,Baja,Individual,3.9,67.2,Andalucía,Aeropuerto,11973,2027595,1513520,8.22
2021,1,Bélgica,2565,Baja,Individual,4.7,69.1,Andalucía,Carretera,11973,2027595,1513520,7.91
2021,1,Bélgica,35,Baja,Paquete,3.9,60.4,Canarias,Puerto,11973,2027595,1513520,8.23
2021,1,Bélgica,18,Baja,Individual,3.7,65.6,Comunidad Valenciana,Tren,11973,2027595,1513520,7.96
2021,2,Bélgica,12459,Baja,Individual,4.6,59.4,Andalucía,Aeropuerto,11973,2027595,1513520,7.88
2021,2,Bélgica,2138,Baja,Paquete,4.4,59.6,Baleares,Carretera,11973,2027595,1513520,8.29
2021,2,Bélgica,29,Baja,Paquete,5.2,56.4,Cataluña,Puerto,11973,2027595,1513520,8.06
2021,2,Bélgica,15,Baja,Individual,4.8,63.5,Baleares,Tren,11973,2027595,1513520,8.22
2021,3,Bélgica,14951,Baja,Individual,8.5,55.1,Andalucía,Aeropuerto,11973,2027595,1513520,7.85
2021,3,Bélgica,2565,Baja,Individual,8.0,57.0,Comunidad Valenciana,Carretera,11973,2027595,1513520,8.13
2021,3,Bélgica,35,Baja,Individual,8.5,57.6,Comunidad Valenciana,Puerto,11973,2027595,1513520,7.95
2021,3,Bélgica,18,Baja,Individual,9.7,57.6,Comunidad Valenciana,Tren,11973,2027595,1513520,7.97
2021,4,Bélgica,31148,Baja,Paquete,12.9,53.3,Comunidad Valenciana,Aeropuerto,11973,2027595,1513520,8.49
2021,4,Bélgica,5344,Baja,Individual,9.7,52.5,Baleares,Carretera,11973,2027595,1513520,8.22
2021,4,Bélgica,73,Baja,Individual,11.7,46.4,Comunidad Valenciana,Puerto,11973,2027595,1513520,8.36
2021,4,Bélgica,37,Baja,Paquete,11.0,47.6,Canarias,Tren,11973,2027595,1513520,8.44
2021,5,Bélgica,64789,Baja,Paquete,13.2,57.0,Andalucía,Aeropuerto,11973,2027595,1513520,8.48
2021,5,Bélgica,11115,Baja,Individual,14.2,64.3,Comunidad Valenciana,Carretera,11973,2027595,1513520,8.29
2021,5,Bélgica,152,Baja,Paquete,14.4,61.8,Cataluña,Puerto,11973,2027595,1513520,8.4
2021,5,Bélgica,76,Baja,Individual,16.3,61.6,Baleares,Tren,11973,2027595,1513520,8.23
2021,6,Bélgica,105905,Media,Individual,18.8,76.5,Comunidad Valenciana,Aeropuerto,11973,2027595,1513520,8.46
2021,6,Bélgica,18169,Media,Individual,16.9,76.9,Comunidad Valenciana,Carretera,11973,2027595,1513520,8.6
2021,6,Bélgica,249,Media,Individual,19.0,76.3,Comunidad Valenciana,Puerto,11973,2027595,1513520,8.47
2021,6,Bélgica,124,Media,Individual,19.8,80.2,Comunidad Valenciana,Tren,11973,2027595,1513520,8.65
2021,7,Bélgica,209318,Alta,Individual,20.0,86.3,Comunidad Valenciana,Aeropuerto,11973,2027595,1513520,8.74
2021,7,Bélgica,35911,Alta,Paquete,19.6,81.7,Comunidad Valenciana,Carretera,11973,2027595,1513520,8.87
2021,7,Bélgica,492,Alta,Individual,21.5,88.3,Baleares,Puerto,11973,2027595,1513520,8.44
2021,7,Bélgica,246,Alta,Individual,20.0,86.9,Andalucía,Tren,11973,2027595,1513520,8.43
2021,8,Bélgica,214302,Alta,Individual,19.0,77.1,Comunidad Valenciana,Aeropuerto,11973,2027595,1513520,8.75
2021,8,Bélgica,36766,Alta,Paquete,19.6,80.9,Canarias,Carretera,11973,2027595,1513520,8.84
2021,8,Bélgica,504,Alta,Individual,21.5,75.9,Andalucía,Puerto,11973,2027595,1513520,8.57
2021,8,Bélgica,252,Alta,Individual,21.4,83.9,Cataluña,Tren,11973,2027595,1513520,8.33
2021,9,Bélgica,205580,Alta,Individual,16.9,61.0,Comunidad Valenciana,Aeropuerto,11973,2027595,1513520,8.64
2021,9,Bélgica,35270,Alta,Individual,17.2,64.4,Canarias,Carretera,11973,2027595,1513520,8.51
2021,9,Bélgica,483,Alta,Individual,15.4,68.0,Comunidad Valenciana,Puerto,11973,2027595,1513520,8.31
2021,9,Bélgica,242,Alta,Individual,17.5,60.4,Cataluña,Tren,11973,2027595,1513520,8.7
2021,10,Bélgica,176924,Alta,Paquete,12.1,58.5,Baleares,Aeropuerto,11973,2027595,1513520,8.41
2021,10,Bélgica,30354,Alta,Individual,14.6,59.3,Cataluña,Carretera,11973,2027595,1513520,8.34
2021,10,Bélgica,416,Alta,Individual,14.2,55.8,Comunidad Valenciana,Puerto,11973,2027595,1513520,8.17
2021,10,Bélgica,208,Alta,Individual,13.7,50.8,Comunidad Valenciana,Tren,11973,2027595,1513520,8.22
2021,11,Bélgica,130824,Media-Alta,Individual,8.8,66.2,Andalucía,Aeropuerto,11973,2027595,1513520,8.2
2021,11,Bélgica,22445,Media-Alta,Paquete,7.4,62.0,Andalucía,Carretera,11973,2027595,1513520,8.13
2021,11,Bélgica,307,Media-Alta,Individual,9.7,65.3,Comunidad Valenciana,Puerto,11973,2027595,1513520,7.92
2021,11,Bélgica,154,Media-Alta,Individual,8.9,69.6,Andalucía,Tren,11973,2027595,1513520,7.96
2021,12,Bélgica,64789,Baja,Individual,5.7,70.9,Canarias,Aeropuerto,11973,2027595,1513520,7.89
2021,12,Bélgica,11115,Baja,Paquete,4.5,73.0,Baleares,Carretera,11973,2027595,1513520,8.34
2021,12,Bélgica,152,Baja,Individual,4.6,71.1,Comunidad Valenciana,Puerto,11973,2027595,1513520,7.95
2021,12,Bélgica,76,Baja,Individual,4.4,71.8,Canarias,Tren,11973,2027595,1513520,8.07
2022,1,Bélgica,104115,Baja,Individual,3.8,69.8,Comunidad Valenciana,Aeropuerto,19254,3345019,2785160,7.82
2022,1,Bélgica,15563,Baja,Paquete,5.0,64.1,Baleares,Carretera,19254,3345019,2785160,8.32
2022,1,Bélgica,965,Baja,Paquete,4.0,66.7,Canarias,Puerto,19254,3345019,2785160,8.23
2022,1,Bélgica,121,Baja,Individual,3.1,64.5,Andalucía,Tren,19254,3345019,2785160,8.15
2022,2,Bélgica,112791,Baja,Individual,5.4,64.6,Andalucía,Aeropuerto,19254,3345019,2785160,8.08
2022,2,Bélgica,16860,Baja,Individual,5.7,64.1,Canarias,Carretera,19254,3345019,2785160,8.26
2022,2,Bélgica,1046,Baja,Individual,4.1,55.2,Cataluña,Puerto,19254,3345019,2785160,7.83
2022,2,Bélgica,131,Baja,Individual,5.6,63.6,Comunidad Valenciana,Tren,19254,3345019,2785160,8.0
2022,3,Bélgica,140988,Media,Individual,7.7,51.0,Cataluña,Aeropuerto,19254,3345019,2785160,7.9
2022,3,Bélgica,21075,Media,Individual,7.2,56.7,Cataluña,Carretera,19254,3345019,2785160,7.96
2022,3,Bélgica,1307,Media,Individual,7.6,50.7,Andalucía,Puerto,19254,3345019,2785160,7.82
2022,3,Bélgica,163,Media,Individual,8.6,58.6,Comunidad Valenciana,Tren,19254,3345019,2785160,8.22
2022,4,Bélgica,199553,Media-Alta,Paquete,12.2,51.1,Baleares,Aeropuerto,19254,3345019,2785160,8.56
2022,4,Bélgica,29829,Media-Alta,Individual,12.3,51.0,Cataluña,Carretera,19254,3345019,2785160,8.18
2022,4,Bélgica,1850,Media-Alta,Individual,11.1,49.8,Baleares,Puerto,19254,3345019,2785160,8.16
2022,4,Bélgica,231,Media-Alta,Individual,9.5,49.2,Canarias,Tren,19254,3345019,2785160,8.14
2022,5,Bélgica,184370,Media,Paquete,14.1,63.7,Canarias,Aeropuerto,19254,3345019,2785160,8.55
2022,5,Bélgica,27559,Media,Individual,15.5,57.2,Canarias,Carretera,19254,3345019,2785160,8.3
2022,5,Bélgica,1709,Media,Individual,13.8,61.0,Cataluña,Puerto,19254,3345019,2785160,8.36
2022,5,Bélgica,214,Media,Individual,13.7,62.7,Andalucía,Tren,19254,3345019,2785160,8.35
2022,6,Bélgica,212567,Media-Alta,Individual,16.5,83.0,Andalucía,Aeropuerto,19254,3345019,2785160,8.65
2022,6,Bélgica,31774,Media-Alta,Individual,17.6,84.1,Andalucía,Carretera,19254,3345019,2785160,8.4
2022,6,Bélgica,1970,Media-Alta,Paquete,18.9,85.0,Canarias,Puerto,19254,3345019,2785160,8.96
2022,6,Bélgica,246,Media-Alta,Individual,17.3,78.0,Cataluña,Tren,19254,3345019,2785160,8.46
2022,7,Bélgica,227751,Media-Alta,Paquete,18.9,88.4,Andalucía,Aeropuerto,19254,3345019,2785160,8.86
2022,7,Bélgica,34044,Media-Alta,Individual,18.9,80.8,Baleares,Carretera,19254,3345019,2785160,8.78
2022,7,Bélgica,2111,Media-Alta,Individual,19.4,83.5,Andalucía,Puerto,19254,3345019,2785160,8.37
2022,7,Bélgica,264,Media-Alta,Individual,19.9,82.4,Baleares,Tren,19254,3345019,2785160,8.5
2022,8,Bélgica,364401,Alta,Individual,21.8,81.7,Andalucía,Aeropuerto,19254,3345019,2785160,8.63
2022,8,Bélgica,54470,Alta,Individual,20.4,84.1,Comunidad Valenciana,Carretera,19254,3345019,2785160,8.48
2022,8,Bélgica,3378,Alta,Individual,19.1,80.3,Baleares,Puerto,19254,3345019,2785160,8.37
2022,8,Bélgica,422,Alta,Individual,20.6,78.2,Baleares,Tren,19254,3345019,2785160,8.78
2022,9,Bélgica,271132,Alta,Individual,15.5,60.7,Comunidad Valenciana,Aeropuerto,19254,3345019,2785160,8.72
2022,9,Bélgica,40528,Alta,Individual,16.6,70.0,Andalucía,Carretera,19254,3345019,2785160,8.77
2022,9,Bélgica,2513,Alta,Individual,15.9,62.0,Comunidad Valenciana,Puerto,19254,3345019,2785160,8.77
2022,9,Bélgica,314,Alta,Individual,15.2,66.6,Baleares,Tren,19254,3345019,2785160,8.66
2022,10,Bélgica,242934,Media-Alta,Paquete,12.7,50.5,Comunidad Valenciana,Aeropuerto,19254,3345019,2785160,8.42
2022,10,Bélgica,36314,Media-Alta,Individual,13.4,56.7,Andalucía,Carretera,19254,3345019,2785160,8.3
2022,10,Bélgica,2252,Media-Alta,Paquete,13.3,51.1,Canarias,Puerto,19254,3345019,2785160,8.5
2022,10,Bélgica,282,Media-Alta,Paquete,11.4,58.8,Cataluña,Tren,19254,3345019,2785160,8.36
2022,11,Bélgica,125806,Baja,Individual,8.4,63.3,Canarias,Aeropuerto,19254,3345019,2785160,7.92
2022,11,Bélgica,18805,Baja,Paquete,8.2,62.3,Canarias,Carretera,19254,3345019,2785160,8.05
2022,11,Bélgica,1166,Baja,Individual,9.6,67.2,Canarias,Puerto,19254,3345019,2785160,8.25
2022,11,Bélgica,146,Baja,Individual,9.9,62.8,Andalucía,Tren,19254,3345019,2785160,7.88
2022,12,Bélgica,112791,Baja,Individual,5.7,72.0,Cataluña,Aeropuerto,19254,3345019,2785160,7.8
2022,12,Bélgica,16860,Baja,Paquete,5.6,67.8,Baleares,Carretera,19254,3345019,2785160,8.26
2022,12,Bélgica,1046,Baja,Individual,4.5,74.4,Canarias,Puerto,19254,3345019,2785160,7.82
2022,12,Bélgica,131,Baja,Individual,4.6,69.3,Comunidad Valenciana,Tren,19254,3345019,2785160,7.91
2023,1,Bélgica,121360,Baja,Individual,4.5,65.1,Canarias,Aeropuerto,20014,3549419,3043023,7.95
2023,1,Bélgica,20227,Baja,Individual,3.4,69.7,Andalucía,Carretera,20014,3549419,3043023,7.85
2023,1,Bélgica,1721,Baja,Individual,3.3,64.7,Baleares,Puerto,20014,3549419,3043023,8.24
2023,1,Bélgica,143,Baja,Paquete,3.5,62.5,Comunidad Valenciana,Tren,20014,3549419,3043023,8.48
2023,2,Bélgica,135363,Baja,Individual,5.7,64.2,Andalucía,Aeropuerto,20014,3549419,3043023,8.04
2023,2,Bélgica,22561,Baja,Paquete,6.0,58.6,Andalucía,Carretera,20014,3549419,3043023,8.06
2023,2,Bélgica,1920,Baja,Individual,4.4,57.0,Comunidad Valenciana,Puerto,20014,3549419,3043023,8.1
2023,2,Bélgica,160,Baja,Paquete,4.7,62.6,Comunidad Valenciana,Tren,20014,3549419,3043023,8.02
2023,3,Bélgica,151700,Media,Paquete,7.4,53.7,Baleares,Aeropuerto,20014,3549419,3043023,8.13
2023,3,Bélgica,25283,Media,Individual,8.4,58.3,Baleares,Carretera,20014,3549419,3043023,8.16
2023,3,Bélgica,2152,Media,Individual,8.0,54.5,Comunidad Valenciana,Puerto,20014,3549419,3043023,7.97
2023,3,Bélgica,179,Media,Individual,7.7,58.9,Canarias,Tren,20014,3549419,3043023,7.81
2023,4,Bélgica,214714,Media-Alta,Individual,9.0,50.8,Andalucía,Aeropuerto,20014,3549419,3043023,8.25
2023,4,Bélgica,35786,Media-Alta,Individual,11.5,47.9,Andalucía,Carretera,20014,3549419,3043023,8.39
2023,4,Bélgica,3046,Media-Alta,Individual,9.6,51.0,Canarias,Puerto,20014,3549419,3043023,8.11
2023,4,Bélgica,254,Media-Alta,Individual,10.7,53.6,Canarias,Tren,20014,3549419,3043023,8.14
2023,5,Bélgica,198377,Media,Individual,13.1,60.2,Comunidad Valenciana,Aeropuerto,20014,3549419,3043023,8.13
2023,5,Bélgica,33063,Media,Individual,15.6,64.6,Comunidad Valenciana,Carretera,20014,3549419,3043023,8.25
2023,5,Bélgica,2814,Media,Individual,15.2,57.2,Comunidad Valenciana,Puerto,20014,3549419,3043023,8.32
2023,5,Bélgica,234,Media,Paquete,16.8,61.6,Canarias,Tren,20014,3549419,3043023,8.52
2023,6,Bélgica,191375,Media,Individual,17.2,75.5,Comunidad Valenciana,Aeropuerto,20014,3549419,3043023,8.63
2023,6,Bélgica,31896,Media,Individual,18.9,76.5,Canarias,Carretera,20014,3549419,3043023,8.51
2023,6,Bélgica,2715,Media,Paquete,17.9,78.3,Andalucía,Puerto,20014,3549419,3043023,8.79
2023,6,Bélgica,226,Media,Individual,19.5,79.8,Baleares,Tren,20014,3549419,3043023,8.32
2023,7,Bélgica,198377,Media,Paquete,21.7,80.3,Comunidad Valenciana,Aeropuerto,20014,3549419,3043023,8.88
2023,7,Bélgica,33063,Media,Paquete,18.6,82.0,Andalucía,Carretera,20014,3549419,3043023,8.7
2023,7,Bélgica,2814,Media,Individual,19.2,87.5,Canarias,Puerto,20014,3549419,3043023,8.42
2023,7,Bélgica,234,Media,Individual,21.9,84.8,Comunidad Valenciana,Tren,20014,3549419,3043023,8.34
2023,8,Bélgica,378083,Alta,Individual,20.7,78.4,Cataluña,Aeropuerto,20014,3549419,3043023,8.36
2023,8,Bélgica,63014,Alta,Paquete,18.9,75.1,Andalucía,Carretera,20014,3549419,3043023,8.87
2023,8,Bélgica,5363,Alta,Paquete,21.4,82.3,Cataluña,Puerto,20014,3549419,3043023,8.56
2023,8,Bélgica,447,Alta,Individual,20.3,84.2,Cataluña,Tren,20014,3549419,3043023,8.73
2023,9,Bélgica,298733,Alta,Individual,17.4,62.7,Cataluña,Aeropuerto,20014,3549419,3043023,8.65
